종목명,종목코드,소속,섹터,테마,AI수급점수,Quant점수,정성점수,정성보정치,점수모드,현재가,등락률,외인강도(%),연기금강도(%),투신강도(%),사모강도(%),외인연속,연기금연속,이격도(%),손바뀜(%),RSI,거래급증(%),거래대금(억),5일평균거래대금(억),20일평균거래대금(억),거래대금활력,추세상승,정배열,추세품질점수,MA5,MA10,MA20,음봉매집률,시가총액,PER,ROE,뉴스테마가점,뉴스톤계수,뉴스부정키워드수,테마가점완화,눌림목가감,눌림목신호,점수변화(안정화),신호신뢰도,신호등급,신호레짐,종목체급,연기금5일강도(%),연기금10일강도(%),기관10일동행강도(%),수급흡수율,수급지속일수,외인5일강도(%),외인10일강도(%),투신5일강도(%),사모5일강도(%),외인5일매수일수,연기금5일매수일수,5일수익률,20일수익률,20일고점낙폭,20일전고점돌파율,수급품질점수,주도주점수,기관동행점수,체급별수급점수,핵심수급주체,핵심수급상태,체급별수급사유,시장대비5일(%p),시장대비20일(%p),V5주도성점수,V5주도성사유,V5진입상태,V5진입확인,V5진입품질,V5진입사유,V5종합점수,시장위험레버,진입유형,전략슬리브,스윙우선순위,진입코멘트,매도점검,V5추천상태,V5추천사유,매수후보
서울보증보험,31210,KOSPI,분류안됨,분류안됨,2.65,1,50.99,0.4,상승장 (보수적 반영),41550.0,0.9720534629404698,-0.0420935413707823,0.0185297379891429,0.0379325268211575,-0.0194821917176803,0,1,96.3,0.3,45.0,57.8,11.0,19.3,21.4,0.9,False,False,0.0,42060.0,42760.0,43145.0,0.6044,29010.280680437427,9.85,5.18,0.0,0.35,1,0.0,-1.4,회피,-6.18,10.91,Low,RiskOn,중형,0.0205,0.0558,0.0609,-0.3511,2,-0.0996,-0.0831,0.0062,-0.0029,1,3,-5.136986301369861,-2.8070175438596467,-7.35785953177257,-7.35785953177257,0.0,0.0,2.11,0.0,연기금,유지,"중형주 핵심 연기금, 외국인 0, 연기금 39, 투신·사모 12, 지속성 60",-3.66,-3.91,6.77,"시장대비 5일 -3.7%p·20일 -3.9%p, 거래대금 상위 9%, 추세 0",조건미충족,False,0.0,"조건미충족: 20일 -2.8%, 고점대비 -7.4%, MA20 이격 -3.7%, 거래대금 0.90배",2.47,RiskOn,회피,관찰,0.0,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,제외,연기금 수급 0.0 · 주도성 6.8 · 조건미충족,제외
신영증권,1720,KOSPI,분류안됨,분류안됨,2.6,2,54.79,1.92,상승장 (보수적 반영),140400.0,-0.4255319148936176,-0.0667970079017426,0.0581876414976069,0.080985468887119,0.0166502611483521,3,0,94.2,0.2,22.3,115.1,8.6,8.1,9.0,0.9,False,False,0.0,142200.0,144830.0,148990.0,0.6,23081.36170212766,13.36,8.04,0.0,0.35,1,0.0,-1.4,회피,-0.19,10.08,Low,RiskOn,중형,0.0008,0.0327,0.1314,0.1117,3,0.0086,-0.0858,-0.0009,0.0001,3,1,-4.489795918367346,-9.477756286266924,-11.586901763224178,-11.586901763224178,0.0,0.0,0.8,0.0,연기금,유지,"중형주 핵심 연기금, 외국인 0, 연기금 20, 투신·사모 0, 지속성 20",-3.01,-10.58,2.35,"시장대비 5일 -3.0%p·20일 -10.6%p, 거래대금 상위 2%, 추세 0",조건미충족,False,0.0,"조건미충족: 20일 -9.5%, 고점대비 -11.6%, MA20 이격 -5.8%, 거래대금 0.90배",1.3,RiskOn,회피,관찰,0.0,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,제외,연기금 수급 0.0 · 주도성 2.4 · 조건미충족,제외
금호석유화학,11780,KOSPI,분류안됨,분류안됨,2.59,0,50.19,0.08,상승장 (보수적 반영),119500.0,0.251677852348986,0.2057416629046924,0.0415448788310359,0.0425185512997054,-0.0729683540133779,0,0,95.7,1.4,48.3,60.0,50.1,81.4,116.3,0.7,False,False,0.0,120840.0,123460.0,124905.0,0.0,30062.47063758389,7.26,4.74,0.0,0.35,1,0.0,0.0,대기,-5.84,9.44,Low,RiskOn,중형,-0.1561,-0.2186,-0.3161,-0.4572,0,0.0912,0.2763,-0.0364,-0.03,3,0,-4.32345876701361,-0.4166666666666652,-10.217881292261454,-10.217881292261454,0.0,1.88,0.34,0.0,연기금,미확인,"중형주 핵심 연기금, 외국인 47, 연기금 0, 투신·사모 0, 지속성 0",-2.84,-1.52,12.84,"시장대비 5일 -2.8%p·20일 -1.5%p, 거래대금 상위 42%, 추세 0",조건미충족,False,0.0,"조건미충족: 20일 -0.4%, 고점대비 -10.2%, MA20 이격 -4.3%, 거래대금 0.70배",4.51,RiskOn,회피,관찰,0.0,역배열/추세 훼손,매도/제외,제외,연기금 수급 0.0 · 주도성 12.8 · 조건미충족,제외
키움증권,39490,KOSPI,분류안됨,분류안됨,2.58,1,57.59,3.04,상승장 (보수적 반영),263500.0,0.3809523809523707,0.859211844483361,-0.5229183934079208,-0.1707633569329994,0.0279964854749233,2,0,96.6,1.1,36.5,51.6,81.8,151.3,176.8,0.86,False,False,0.0,264900.0,269950.0,272850.0,0.0,69111.2819047619,4.3,18.12,0.0,0.35,1,0.0,-1.4,회피,0.13,11.27,Low,RiskOn,중형,-0.0738,-0.1279,-0.013,-0.434,1,0.0458,0.172,-0.0402,-0.02,3,1,-4.528985507246375,-1.495327102803734,-6.560283687943258,-6.560283687943258,0.0,0.0,0.48,0.0,연기금,미확인,"중형주 핵심 연기금, 외국인 31, 연기금 0, 투신·사모 0, 지속성 20",-3.05,-2.6,16.31,"시장대비 5일 -3.0%p·20일 -2.6%p, 거래대금 상위 53%, 추세 0",조건미충족,False,0.0,"조건미충족: 20일 -1.5%, 고점대비 -6.6%, MA20 이격 -3.4%, 거래대금 0.86배",6.47,RiskOn,회피,관찰,0.0,역배열/추세 훼손,매도/제외,제외,연기금 수급 0.0 · 주도성 16.3 · 조건미충족,제외
한국금융지주우,71055,KOSPI,분류안됨,분류안됨,2.58,1,42.99,-2.8,상승장 (보수적 반영),145900.0,-2.4080267558528434,-0.6059570918886499,0.0066055465434833,-0.001788441813935,-0.0039296229465166,0,1,97.9,1.6,42.5,125.7,27.8,26.8,14.7,1.82,False,False,0.0,147100.0,148790.0,148990.0,1.0,8547.105016722408,0.0,0.0,0.0,0.35,1,0.0,0.0,대기,-6.03,10.19,Low,RiskOn,소형,0.0085,0.0066,0.0065,-0.9442,1,-0.3403,-0.25,-0.0008,0.0,1,1,-2.6684456304202797,-1.1517615176151796,-4.265091863517057,-4.265091863517057,0.0,0.0,1.62,0.0,연기금,유지,"소형주 핵심 연기금, 외국인 0, 연기금 15, 투신·사모 0, 지속성 20",-1.19,-2.26,9.48,"시장대비 5일 -1.2%p·20일 -2.3%p, 거래대금 상위 6%, 추세 0",조건미충족,False,0.0,"조건미충족: 20일 -1.2%, 고점대비 -4.3%, MA20 이격 -2.1%, 거래대금 1.82배",2.62,RiskOn,회피,관찰,0.0,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,제외,연기금 수급 0.0 · 주도성 9.5 · 조건미충족,제외
케이뱅크,279570,KOSPI,분류안됨,분류안됨,2.53,0,47.19,-1.12,상승장 (보수적 반영),5380.0,-0.1855287569573316,-0.1516250600327714,-0.0365280260981299,0.1468668170500823,-0.0354990902351497,0,0,95.7,0.6,38.4,81.8,22.9,27.2,34.0,0.8,False,False,0.0,5486.0,5604.0,5624.0,1.0,21825.43228200371,24.8,5.4,0.0,0.35,1,0.0,-1.4,회피,-5.9,10.78,Low,RiskOn,중형,-0.0161,-0.0034,0.1271,-0.8166,0,-0.2174,-0.361,-0.0,-0.0023,0,1,-4.6099290780141855,-3.063063063063065,-7.40103270223752,-7.40103270223752,0.0,0.0,0.5,0.0,연기금,미확인,"중형주 핵심 연기금, 외국인 0, 연기금 0, 투신·사모 0, 지속성 20",-3.13,-4.17,8.26,"시장대비 5일 -3.1%p·20일 -4.2%p, 거래대금 상위 16%, 추세 0",조건미충족,False,0.0,"조건미충족: 20일 -3.1%, 고점대비 -7.4%, MA20 이격 -4.3%, 거래대금 0.80배",2.61,RiskOn,회피,관찰,0.0,역배열/추세 훼손,매도/제외,제외,연기금 수급 0.0 · 주도성 8.3 · 조건미충족,제외
대웅제약,69620,KOSPI,분류안됨,분류안됨,2.5,0,57.19,2.88,상승장 (보수적 반영),108300.0,-0.8241758241758212,-0.2763038338895977,-0.1562472924035966,-0.0361627936590231,0.0183192885536803,0,0,92.4,0.6,33.2,73.1,10.7,14.2,24.9,0.57,False,False,0.0,109500.0,111370.0,117150.0,0.0,12547.725274725277,6.71,21.75,0.0,0.35,1,0.0,-1.4,회피,-2.37,11.37,Low,RiskOn,중형,-0.0056,-0.0783,-0.0717,-0.1809,2,-0.0799,-0.1674,-0.0026,0.0123,2,3,-2.5202520252025185,-13.08186195826645,-15.916149068322982,-15.916149068322982,0.0,0.0,0.03,0.0,연기금,미확인,"중형주 핵심 연기금, 외국인 0, 연기금 0, 투신·사모 24, 지속성 60",-1.04,-14.19,4.32,"시장대비 5일 -1.0%p·20일 -14.2%p, 거래대금 상위 10%, 추세 0",조건미충족,False,0.0,"조건미충족: 20일 -13.1%, 고점대비 -15.9%, MA20 이격 -7.6%, 거래대금 0.57배",2.23,RiskOn,회피,관찰,0.0,역배열/추세 훼손,매도/제외,제외,연기금 수급 0.0 · 주도성 4.3 · 조건미충족,제외
삼성에스디에스,18260,KOSPI,분류안됨,분류안됨,2.45,3,48.59,-0.56,상승장 (보수적 반영),224000.0,2.05011389521641,0.5027346375636823,-0.115969049815566,-0.0020956810262021,-0.0073436849258416,3,1,97.9,0.8,49.8,87.4,255.9,274.4,416.0,0.66,False,False,0.0,219500.0,222000.0,228825.0,0.0,173325.99544419136,27.07,7.89,0.0,0.35,1,0.0,-1.4,회피,-3.28,8.82,Low,RiskOn,대형,-0.0008,-0.0926,-0.2198,0.1166,3,0.0604,0.2723,0.0015,-0.003,4,3,2.517162471395884,-1.7543859649122862,-8.571428571428575,-8.571428571428575,22.23,34.26,6.64,31.58,외국인,유지,"대형주 핵심 외국인, 외국인 44, 연기금 0, 투신·사모 0, 지속성 80",4.0,-2.86,35.23,"시장대비 5일 +4.0%p·20일 -2.9%p, 거래대금 상위 75%, 추세 0",조건미충족,False,0.0,"조건미충족: 20일 -1.8%, 고점대비 -8.6%, MA20 이격 -2.1%, 거래대금 0.66배",26.4,RiskOn,회피,관찰,0.0,역배열/추세 훼손,매도/제외,제외,외국인 수급 31.6 · 주도성 35.2 · 조건미충족,제외
휴젤,145020,KOSDAQ,분류안됨,분류안됨,2.45,0,54.39,1.76,상승장 (보수적 반영),206500.0,-3.5046728971962597,-0.4507959939484489,-0.009605206995483,-0.0046272394291782,-0.0555474586939332,1,0,86.7,2.7,24.5,98.9,119.1,138.9,88.3,1.57,False,False,0.0,223700.0,229150.0,238250.0,0.0,25843.3785046729,18.38,16.06,0.0,0.35,1,0.0,-1.4,회피,-4.87,8.45,Low,RiskOn,중형,0.019,-0.0866,-0.1551,-0.8266,2,-0.4649,-0.6112,-0.0192,-0.0498,2,2,-10.99137931034483,-17.564870259481037,-20.270270270270274,-20.270270270270274,0.0,0.0,0.11,0.0,연기금,미확인,"중형주 핵심 연기금, 외국인 0, 연기금 0, 투신·사모 0, 지속성 40",-9.51,-18.67,0.0,"시장대비 5일 -9.5%p·20일 -18.7%p, 거래대금 상위 35%, 추세 0",조건미충족,False,0.0,"조건미충족: 20일 -17.6%, 고점대비 -20.3%, MA20 이격 -13.3%, 거래대금 1.57배",0.44,RiskOn,회피,관찰,0.0,역배열/추세 훼손,매도/제외,제외,연기금 수급 0.0 · 주도성 0.0 · 조건미충족,제외
현대로템,64350,KOSPI,분류안됨,분류안됨,2.44,0,54.19,1.68,상승장 (보수적 반영),119800.0,-2.204081632653065,-0.0532857066300761,-0.5145221553501792,-0.0493114190884088,-0.0133880268932153,0,0,94.0,1.3,32.8,98.9,336.8,351.6,390.6,0.9,False,False,0.0,121100.0,123030.0,127390.0,0.0,130752.16489795918,16.74,30.05,0.0,0.35,1,0.0,-1.4,회피,-5.05,10.81,Low,RiskOn,대형,-0.043,-0.1518,-0.1742,-0.3349,1,-0.1098,0.006,0.0015,-0.0037,3,0,-3.6977491961414755,-10.730253353204178,-13.874910136592378,-13.874910136592378,8.0,16.37,1.76,0.0,외국인,미확인,"대형주 핵심 외국인, 외국인 0, 연기금 0, 투신·사모 0, 지속성 60",-2.22,-11.84,16.71,"시장대비 5일 -2.2%p·20일 -11.8%p, 거래대금 상위 74%, 추세 0",조건미충족,False,0.0,"조건미충족: 20일 -10.7%, 고점대비 -13.9%, MA20 이격 -6.0%, 거래대금 0.90배",6.27,RiskOn,회피,관찰,0.0,역배열/추세 훼손,매도/제외,제외,외국인 수급 0.0 · 주도성 16.7 · 조건미충족,제외
LG이노텍,11070,KOSPI,분류안됨,카메라모듈;IT부품,2.43,0,47.19,-1.12,상승장 (보수적 반영),519000.0,-2.443609022556392,0.3648127458355976,-0.9501403824834742,-0.0202186597406626,-0.3910422279931781,0,0,92.8,2.8,39.0,105.6,766.3,697.5,1402.1,0.5,False,False,0.0,515800.0,529100.0,559350.0,0.0,122832.27631578948,19.88,6.14,0.0,0.35,1,0.0,-1.4,회피,-5.67,10.26,Low,RiskOn,대형,-0.1574,-0.3963,-0.8183,-0.1436,2,0.1947,-0.0226,-0.0573,-0.0465,4,1,0.9727626459143934,-8.947368421052627,-19.158878504672895,-19.158878504672895,0.0,19.34,0.18,0.75,외국인,유지,"대형주 핵심 외국인, 외국인 42, 연기금 0, 투신·사모 0, 지속성 80",2.45,-10.05,30.08,"시장대비 5일 +2.5%p·20일 -10.1%p, 거래대금 상위 95%, 추세 0",조건미충족,False,0.0,"조건미충족: 20일 -8.9%, 고점대비 -19.2%, MA20 이격 -7.2%, 거래대금 0.50배",10.58,RiskOn,회피,관찰,0.0,역배열/추세 훼손,매도/제외,제외,외국인 수급 0.8 · 주도성 30.1 · 조건미충족,제외
한화오션,42660,KOSPI,분류안됨,분류안됨,2.41,0,57.19,2.88,상승장 (보수적 반영),82100.0,-0.965018094089265,0.02302421209467,-0.0270584287453364,-0.0234303632762427,-0.0484271092785469,0,0,95.8,1.0,42.3,79.5,393.2,485.7,554.2,0.88,False,False,0.0,82460.0,84350.0,85700.0,0.0,251564.6996381182,12.63,22.59,0.0,0.35,1,0.0,-1.4,회피,-2.18,10.43,Low,RiskOn,대형,-0.0279,-0.0536,-0.1535,-0.6537,1,-0.154,-0.1358,-0.023,-0.0161,1,1,-4.423748544819562,-1.5587529976019199,-8.37053571428571,-8.37053571428571,4.0,23.18,0.89,0.0,외국인,미확인,"대형주 핵심 외국인, 외국인 0, 연기금 0, 투신·사모 0, 지속성 20",-2.94,-2.66,21.44,"시장대비 5일 -2.9%p·20일 -2.7%p, 거래대금 상위 79%, 추세 0",조건미충족,False,0.0,"조건미충족: 20일 -1.6%, 고점대비 -8.4%, MA20 이격 -4.2%, 거래대금 0.88배",8.22,RiskOn,회피,관찰,0.0,역배열/추세 훼손,매도/제외,제외,외국인 수급 0.0 · 주도성 21.4 · 조건미충족,제외
유한양행,100,KOSPI,분류안됨,분류안됨,2.39,0,51.19,0.48,상승장 (보수적 반영),75700.0,-0.2635046113307004,-0.4086313082833242,0.168141133879782,-0.0869105485431483,0.0320696716886442,0,0,94.0,1.7,32.0,73.0,130.8,186.3,192.7,0.97,False,False,0.0,77140.0,78220.0,80550.0,0.0,55726.76943346509,26.96,8.81,0.0,0.35,1,0.0,-1.4,회피,-5.58,10.6,Low,RiskOn,중형,0.0681,0.066,0.0881,-0.2862,1,-0.2754,-0.1559,-0.0131,-0.0163,0,3,-4.298356510745894,-10.201660735468565,-12.687427912341409,-12.687427912341409,0.0,0.0,1.58,29.53,연기금,유지,"중형주 핵심 연기금, 외국인 0, 연기금 51, 투신·사모 0, 지속성 60",-2.82,-11.31,12.99,"시장대비 5일 -2.8%p·20일 -11.3%p, 거래대금 상위 55%, 추세 0",조건미충족,False,0.0,"조건미충족: 20일 -10.2%, 고점대비 -12.7%, MA20 이격 -6.0%, 거래대금 0.97배",17.95,RiskOn,회피,관찰,0.0,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,제외,연기금 수급 29.5 · 주도성 13.0 · 조건미충족,제외
미스토홀딩스,81660,KOSPI,분류안됨,분류안됨,2.36,0,54.19,1.68,상승장 (보수적 반영),38500.0,1.449275362318847,-0.3450769667318982,0.1226004794520548,-0.0573676981409001,0.0023776565557729,0,0,95.2,2.0,33.5,43.4,34.8,80.4,48.2,1.67,False,False,0.0,38710.0,39455.0,40420.0,0.7164,20440.0,8.18,11.39,0.0,0.35,1,0.0,-1.4,회피,-4.86,10.24,Low,RiskOn,중형,-0.0138,-0.019,-0.0613,-0.3069,1,-0.1388,-0.0894,0.0089,0.0019,0,2,-3.508771929824561,-8.983451536643027,-8.442330558858501,-8.983451536643027,0.0,0.0,0.49,0.0,연기금,미확인,"중형주 핵심 연기금, 외국인 0, 연기금 0, 투신·사모 27, 지속성 40",-2.03,-10.09,9.77,"시장대비 5일 -2.0%p·20일 -10.1%p, 거래대금 상위 24%, 추세 0",조건미충족,False,0.0,"조건미충족: 20일 -9.0%, 고점대비 -8.4%, MA20 이격 -4.8%, 거래대금 1.67배",3.84,RiskOn,회피,관찰,0.0,역배열/추세 훼손,매도/제외,제외,연기금 수급 0.0 · 주도성 9.8 · 조건미충족,제외
효성티앤씨,298020,KOSPI,분류안됨,분류안됨,2.35,2,50.19,0.08,상승장 (보수적 반영),318500.0,-2.0000000000000018,0.0232857157368066,0.3175376485918599,-0.0553609156973369,0.2387746032713426,0,0,94.6,1.2,46.1,85.0,27.5,33.8,46.7,0.72,False,False,0.0,323200.0,331100.0,336825.0,0.0,13782.72,13.19,0.72,0.0,0.35,1,0.0,-1.4,회피,-3.89,8.79,Low,RiskOn,중형,-0.0738,0.0368,-0.0813,-0.3282,2,0.18,0.208,-0.0993,-0.0282,3,1,-4.783258594917783,0.31496062992126816,-10.407876230661039,-10.407876230661039,0.0,0.0,1.83,0.0,연기금,미확인,"중형주 핵심 연기금, 외국인 55, 연기금 0, 투신·사모 0, 지속성 20",-3.3,-0.79,10.22,"시장대비 5일 -3.3%p·20일 -0.8%p, 거래대금 상위 23%, 추세 0",조건미충족,False,0.0,"조건미충족: 20일 +0.3%, 고점대비 -10.4%, MA20 이격 -5.4%, 거래대금 0.72배",3.6,RiskOn,회피,관찰,0.0,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,제외,연기금 수급 0.0 · 주도성 10.2 · 조건미충족,제외
펩트론,87010,KOSDAQ,분류안됨,분류안됨,2.28,6,42.99,-2.8,상승장 (보수적 반영),161100.0,3.26923076923078,0.535251722756564,-0.0240008709196439,-0.1477854887852201,-0.4350946121701959,0,1,100.3,2.2,44.0,58.4,109.7,162.1,199.0,0.81,False,False,60.0,152460.0,149270.0,160590.0,0.0,37564.182692307695,-172.08,-9.41,0.0,0.35,1,0.0,0.0,대기,2.15,9.57,Low,RiskOn,중형,0.0021,-0.0007,-0.3228,-0.1382,2,0.0218,0.1879,-0.0075,-0.0787,4,1,15.815959741193385,-11.919081465281579,-16.268191268191266,-16.268191268191266,0.0,29.81,1.78,10.35,연기금,유지,"중형주 핵심 연기금, 외국인 27, 연기금 2, 투신·사모 0, 지속성 20",17.3,-13.03,48.22,"시장대비 5일 +17.3%p·20일 -13.0%p, 거래대금 상위 56%, 추세 60",조건미충족,False,0.0,"조건미충족: 20일 -11.9%, 고점대비 -16.3%, MA20 이격 +0.3%, 거래대금 0.81배",20.83,RiskOn,회피,관찰,0.0,역배열/추세 훼손,매도/제외,제외,연기금 수급 10.3 · 주도성 48.2 · 조건미충족,제외
경동나비엔,9450,KOSPI,분류안됨,분류안됨,2.25,6,42.79,-2.88,상승장 (보수적 반영),60400.0,-1.4681892332789603,0.3208832562869411,-0.0639469245715387,-0.0043010421749738,-0.5497267853540785,3,0,98.9,1.0,38.0,70.3,13.8,18.1,18.7,0.97,False,False,0.0,59820.0,59970.0,61095.0,0.0,8798.890701468188,0.0,0.0,0.0,0.35,1,0.0,-1.4,회피,-1.23,10.16,Low,RiskOn,소형,0.0222,-0.0241,-0.3637,-0.1399,4,0.0103,0.0999,0.0192,-0.0763,4,2,1.0033444816053505,-5.477308294209704,-6.211180124223603,-6.211180124223603,0.0,0.0,0.29,0.0,연기금,유지,"소형주 핵심 연기금, 외국인 16, 연기금 13, 투신·사모 0, 지속성 40",2.48,-6.58,17.83,"시장대비 5일 +2.5%p·20일 -6.6%p, 거래대금 상위 8%, 추세 0",조건미충족,False,0.0,"조건미충족: 20일 -5.5%, 고점대비 -6.2%, MA20 이격 -1.1%, 거래대금 0.97배",5.52,RiskOn,회피,관찰,0.0,역배열/추세 훼손,매도/제외,제외,연기금 수급 0.0 · 주도성 17.8 · 조건미충족,제외
STX엔진,77970,KOSPI,분류안됨,분류안됨,2.18,0,42.19,-3.12,상승장 (보수적 반영),23150.0,-1.4893617021276562,-0.9201807471344629,0.2761877724108974,-0.0354934714105636,0.027179983159117,0,0,96.1,1.7,45.3,59.7,19.3,31.0,34.6,0.9,False,False,0.0,23330.0,23765.0,24092.5,0.2225,9293.493617021277,0.0,0.0,0.0,0.35,1,0.0,0.0,대기,-5.07,8.7,Low,RiskOn,소형,0.022,0.0964,0.0126,-0.3982,1,-0.3046,-0.4066,-0.0122,-0.0057,1,1,-3.7422037422037424,-1.0683760683760646,-11.641221374045807,-11.641221374045807,0.0,0.0,1.69,0.0,연기금,유지,"소형주 핵심 연기금, 외국인 0, 연기금 45, 투신·사모 0, 지속성 20",-2.26,-2.17,6.93,"시장대비 5일 -2.3%p·20일 -2.2%p, 거래대금 상위 18%, 추세 0",조건미충족,False,0.0,"조건미충족: 20일 -1.1%, 고점대비 -11.6%, MA20 이격 -3.9%, 거래대금 0.90배",1.64,RiskOn,회피,관찰,0.0,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,제외,연기금 수급 0.0 · 주도성 6.9 · 조건미충족,제외
한화비전,489790,KOSPI,분류안됨,분류안됨,2.17,0,47.19,-1.12,상승장 (보수적 반영),46700.0,-2.6068821689259614,0.944974374246115,-0.5052675451455354,-0.2533621559349819,-0.0245116826585897,0,0,96.3,1.7,36.0,90.6,75.8,81.1,69.5,1.17,False,False,0.0,45800.0,46640.0,48475.0,0.0,23577.899895724717,20.57,5.4,0.0,0.35,1,0.0,-1.4,회피,-5.05,10.09,Low,RiskOn,중형,-0.0907,-0.4561,-0.6218,-0.4667,1,-0.0547,0.2523,-0.0059,-0.0137,2,1,4.4742729306487705,-7.157057654075549,-10.877862595419852,-10.877862595419852,0.0,0.0,0.47,0.0,연기금,미확인,"중형주 핵심 연기금, 외국인 19, 연기금 0, 투신·사모 0, 지속성 20",5.96,-8.26,27.83,"시장대비 5일 +6.0%p·20일 -8.3%p, 거래대금 상위 30%, 추세 0",조건미충족,False,0.0,"조건미충족: 20일 -7.2%, 고점대비 -10.9%, MA20 이격 -3.7%, 거래대금 1.17배",9.46,RiskOn,회피,관찰,0.0,역배열/추세 훼손,매도/제외,제외,연기금 수급 0.0 · 주도성 27.8 · 조건미충족,제외
LG유플러스,32640,KOSPI,분류안됨,분류안됨,2.16,0,50.39,0.16,상승장 (보수적 반영),14500.0,3.2028469750889688,-0.6743977964614001,-0.1084663483804113,-0.0126130703828307,-0.0061694963280534,1,0,97.8,1.4,44.4,120.9,190.4,174.7,125.6,1.39,False,False,0.0,14546.0,14721.0,14827.0,0.0,61541.92170818505,11.85,6.01,0.0,0.35,1,0.0,0.0,대기,-4.67,10.55,Low,RiskOn,중형,-0.0539,-0.1198,-0.123,-1.0037,1,-0.3227,-0.3598,0.0162,-0.0058,1,2,-3.590425531914898,-2.488231338264968,-4.730617608409982,-4.730617608409982,4.0,0.0,0.88,0.0,연기금,미확인,"중형주 핵심 연기금, 외국인 0, 연기금 0, 투신·사모 26, 지속성 40",-2.11,-3.59,13.95,"시장대비 5일 -2.1%p·20일 -3.6%p, 거래대금 상위 45%, 추세 0",조건미충족,False,0.0,"조건미충족: 20일 -2.5%, 고점대비 -4.7%, MA20 이격 -2.2%, 거래대금 1.39배",4.92,RiskOn,회피,관찰,0.0,역배열/추세 훼손,매도/제외,제외,연기금 수급 0.0 · 주도성 13.9 · 조건미충족,제외
기아,270,KOSPI,분류안됨,분류안됨,2.15,0,54.19,1.68,상승장 (보수적 반영),120100.0,-1.476620180475796,0.0043382305169222,-0.2668650078227394,-0.0059558317917779,-0.0587538632234108,0,0,95.1,0.8,31.4,135.9,951.6,779.4,971.1,0.8,False,False,0.0,121080.0,123540.0,126235.0,0.0,468885.5726004922,7.05,12.92,0.0,0.35,1,0.0,-1.4,회피,-4.36,7.7,Low,RiskOn,대형,-0.0621,-0.115,-0.0892,-0.4284,0,-0.0473,-0.0009,-0.0112,0.0083,1,0,-3.301127214170696,-8.669201520912551,-10.971089696071168,-10.971089696071168,0.0,25.25,0.0,0.0,외국인,미확인,"대형주 핵심 외국인, 외국인 0, 연기금 0, 투신·사모 0, 지속성 20",-1.82,-9.78,20.36,"시장대비 5일 -1.8%p·20일 -9.8%p, 거래대금 상위 90%, 추세 0",조건미충족,False,0.0,"조건미충족: 20일 -8.7%, 고점대비 -11.0%, MA20 이격 -4.9%, 거래대금 0.80배",7.54,RiskOn,회피,관찰,0.0,역배열/추세 훼손,매도/제외,제외,외국인 수급 0.0 · 주도성 20.4 · 조건미충족,제외
오리온홀딩스,1800,KOSPI,분류안됨,분류안됨,2.15,0,50.19,0.08,상승장 (보수적 반영),24050.0,-0.207468879668049,-0.1760807331562039,0.0109491975183911,0.0570452187039342,-0.0119947722928408,0,0,95.3,0.5,35.2,61.9,9.1,13.9,14.9,0.93,False,False,0.0,24260.0,24825.0,25230.0,0.4281,14466.923236514524,11.28,5.01,0.0,0.35,1,0.0,-1.4,회피,-5.02,9.29,Low,RiskOn,중형,0.0053,0.0255,0.0439,-0.6328,1,-0.1285,-0.0914,-0.0021,-0.0041,0,2,-4.752475247524757,-6.237816764132553,-8.206106870229013,-8.206106870229013,0.0,0.0,0.36,0.0,연기금,유지,"중형주 핵심 연기금, 외국인 0, 연기금 21, 투신·사모 0, 지속성 40",-3.27,-7.34,6.28,"시장대비 5일 -3.3%p·20일 -7.3%p, 거래대금 상위 6%, 추세 0",조건미충족,False,0.0,"조건미충족: 20일 -6.2%, 고점대비 -8.2%, MA20 이격 -4.7%, 거래대금 0.93배",2.22,RiskOn,회피,관찰,0.0,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,제외,연기금 수급 0.0 · 주도성 6.3 · 조건미충족,제외
미래에셋생명,85620,KOSPI,분류안됨,분류안됨,1.99,2,48.19,-0.72,상승장 (보수적 반영),19360.0,0.3108808290155362,-0.0733436357514598,0.2180253513501463,-0.0022711960235291,-0.0314462092530368,1,1,90.4,0.3,19.1,79.7,14.5,17.8,63.0,0.28,False,False,0.0,19474.0,19558.0,21410.5,0.3934,26170.105699481865,27.98,5.22,0.0,0.35,1,0.0,-1.4,회피,-4.63,9.73,Low,RiskOn,중형,0.0179,0.0276,0.0332,0.0214,3,-0.0285,-0.0378,-0.0,0.0015,3,2,-1.7258883248730927,-25.823754789272037,-33.58490566037736,-33.58490566037736,0.0,0.0,2.66,0.0,연기금,유지,"중형주 핵심 연기금, 외국인 0, 연기금 32, 투신·사모 4, 지속성 40",-0.24,-26.93,10.16,"시장대비 5일 -0.2%p·20일 -26.9%p, 거래대금 상위 29%, 추세 0",조건미충족,False,0.0,"조건미충족: 20일 -25.8%, 고점대비 -33.6%, MA20 이격 -9.6%, 거래대금 0.28배",3.37,RiskOn,회피,관찰,0.0,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,제외,연기금 수급 0.0 · 주도성 10.2 · 조건미충족,제외
