종목명,종목코드,AI수급점수,매수후보,진입유형,스윙우선순위,기관동행점수,수급품질점수,주도주점수,수급흡수율,수급지속일수,종목체급,전략슬리브,거래대금활력,20일평균거래대금(억),진입코멘트,매도점검,테마,정배열,추세품질점수,MA5,MA10,MA20,순위,날짜
SK하이닉스,660.0,16.0,제외,회피,0.0,0.88,4.0,71.4,-1.1466,0,대형,관찰,1.08,45195.8,대형 주도주 조건 · 역배열/추세 훼손,매도/제외,반도체와반도체장비,False,60.0,918800.0,956000.0,929450.0,14,2026-03-11
SK스퀘어,402340.0,13.0,제외,회피,0.0,4.89,4.0,49.4,-0.3495,1,대형,관찰,0.81,3984.9,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,복합기업,False,40.0,549400.0,580600.0,571450.0,15,2026-03-11
효성중공업,298040.0,11.0,제외,회피,0.0,1.32,4.0,44.57,-0.8081,1,대형,관찰,0.87,1362.1,역배열/추세 훼손,매도/제외,전기장비,False,60.0,2486800.0,2582100.0,2527650.0,16,2026-03-11
현대차,5380.0,10.0,제외,회피,0.0,0.79,0.0,51.67,-0.5474,0,대형,관찰,0.74,12789.2,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,자동차,False,40.0,532600.0,561400.0,531150.0,17,2026-03-11
삼성바이오로직스,207940.0,8.0,제외,회피,0.0,1.84,8.0,11.31,-0.3617,1,대형,관찰,0.96,948.3,역배열/추세 훼손,매도/제외,제약,False,0.0,1623800.0,1658800.0,1684850.0,18,2026-03-11
LG전자,66570.0,7.0,제외,회피,0.0,1.41,0.0,27.33,-0.911,1,대형,관찰,0.42,3443.9,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,전자제품,False,40.0,116120.0,124290.0,121350.0,19,2026-03-11
기아,270.0,3.0,제외,회피,0.0,5.0,4.0,34.74,-0.4396,0,대형,관찰,0.92,3227.8,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,자동차,False,40.0,161960.0,175640.0,169875.0,20,2026-03-11
현대모비스,12330.0,3.0,제외,회피,0.0,4.76,0.0,24.17,-1.8326,0,대형,관찰,0.84,1975.5,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,자동차부품,False,40.0,426200.0,451400.0,446050.0,21,2026-03-11
삼성물산,28260.0,2.0,제외,회피,0.0,11.33,39.9,9.37,0.286,4,대형,관찰,0.81,1730.1,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 역배열/추세 훼손,매도/제외,복합기업,False,0.0,280700.0,305000.0,312900.0,22,2026-03-11
셀트리온,68270.0,2.0,제외,회피,0.0,8.11,28.38,5.39,0.1277,4,대형,관찰,0.7,1846.1,연기금 10일 순매수 · 기관 동행 · 역배열/추세 훼손,매도/제외,제약,False,0.0,208600.0,219040.0,228095.0,23,2026-03-11
POSCO홀딩스,5490.0,1.0,제외,회피,0.0,3.4,12.0,2.21,-0.0407,3,대형,관찰,0.69,2320.3,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,철강,False,0.0,344900.0,364750.0,372125.0,24,2026-03-11
HD현대중공업,329180.0,26.0,신규후보,주도눌림,48.02,9.7,12.0,76.21,-0.1011,2,대형,주도대형,0.96,1645.6,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,보유/관찰,조선,True,100.0,581400.0,576200.0,571400.0,1,2026-03-12
두산에너빌리티,34020.0,33.0,관찰,관찰,18.71,7.61,4.0,65.9,-0.2274,0,대형,관찰,1.02,7404.7,대형 주도주 조건 · 정배열 확인 전,수급훼손,기계,False,60.0,100240.0,97930.0,98245.0,2,2026-03-12
한화에어로스페이스,12450.0,26.0,제외,회피,17.86,4.48,18.73,74.84,0.0625,2,대형,관찰,1.19,5868.6,대형 주도주 조건 · 역배열/추세 훼손,매도/제외,우주항공과국방,True,100.0,1449000.0,1377000.0,1277750.0,3,2026-03-12
삼성전자우,5935.0,16.0,관찰,관찰,8.02,5.64,15.17,71.17,0.0154,2,대형,관찰,0.93,7808.7,연기금 10일 순매수 · 대형 주도주 조건 · 정배열 확인 전,추세훼손,반도체와반도체장비,False,60.0,131380.0,132200.0,130260.0,4,2026-03-12
삼성생명,32830.0,10.0,관찰,관찰,7.88,12.53,49.88,55.46,0.4375,4,대형,관찰,0.76,1125.0,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 정배열 확인 전,추세훼손,생명보험,False,60.0,213400.0,216900.0,215010.0,5,2026-03-12
미래에셋증권,6800.0,10.0,제외,회피,4.32,0.0,0.0,72.0,-0.2085,0,대형,관찰,0.84,4848.0,대형 주도주 조건 · 역배열/추세 훼손,매도/제외,증권,True,100.0,67248.0,66869.7,64365.5,6,2026-03-12
삼성전기,9150.0,16.0,관찰,관찰,4.31,2.82,0.0,63.0,-0.7025,0,대형,관찰,0.73,3656.9,대형 주도주 조건 · 정배열 확인 전,수급훼손,전자장비와기기,False,60.0,398800.0,408200.0,385525.0,7,2026-03-12
삼성전자,5930.0,9.0,관찰,관찰,4.03,5.46,4.0,72.57,-0.5292,1,대형,관찰,0.84,66382.1,대형 주도주 조건 · 정배열 확인 전,추세훼손,반도체와반도체장비,False,60.0,185500.0,192090.0,187865.0,8,2026-03-12
LS ELECTRIC,10120.0,17.0,관찰,관찰,0.0,0.01,0.0,43.5,-1.497,0,대형,관찰,0.73,1244.4,정배열 확인 전,수급훼손,전기장비,False,60.0,142840.0,144040.0,140720.0,9,2026-03-12
한화오션,42660.0,12.0,제외,회피,0.0,9.24,35.38,25.55,0.2196,3,대형,관찰,0.98,3005.3,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 역배열/추세 훼손,매도/제외,조선,False,20.0,129020.0,129230.0,133525.0,10,2026-03-12
HD한국조선해양,9540.0,11.0,제외,회피,0.0,3.27,9.79,20.23,0.0118,2,대형,관찰,0.9,1303.4,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,조선,False,20.0,410200.0,418050.0,420425.0,11,2026-03-12
SK하이닉스,660.0,11.0,제외,회피,0.0,2.38,4.0,54.4,-1.1624,0,대형,관찰,0.97,44580.3,역배열/추세 훼손,매도/제외,반도체와반도체장비,False,40.0,916600.0,947200.0,934000.0,12,2026-03-12
효성중공업,298040.0,11.0,제외,회피,0.0,1.32,4.0,44.57,-0.8269,1,대형,관찰,0.76,1331.0,역배열/추세 훼손,매도/제외,전기장비,False,60.0,2502200.0,2561900.0,2545150.0,13,2026-03-12
삼성SDI,6400.0,7.0,제외,회피,0.0,5.9,20.96,45.33,0.0832,3,대형,관찰,0.68,3873.5,역배열/추세 훼손,매도/제외,전기제품,False,40.0,400600.0,406950.0,401175.0,14,2026-03-12
현대차,5380.0,5.0,제외,회피,0.0,0.77,0.0,44.67,-0.5549,0,대형,관찰,0.61,12614.8,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,자동차,False,40.0,527200.0,556300.0,533825.0,15,2026-03-12
SK스퀘어,402340.0,4.0,제외,회피,0.0,6.38,4.0,31.74,-0.3684,1,대형,관찰,0.72,3780.3,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,복합기업,False,0.0,547000.0,571300.0,573450.0,16,2026-03-12
기아,270.0,4.0,제외,회피,0.0,5.7,0.0,34.17,-0.4374,0,대형,관찰,0.78,3244.0,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,자동차,False,40.0,162080.0,172730.0,170630.0,17,2026-03-12
셀트리온,68270.0,4.0,제외,회피,0.0,7.19,18.59,3.99,0.1318,4,대형,관찰,0.62,1788.9,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,제약,False,0.0,207500.0,215190.0,227395.0,18,2026-03-12
현대모비스,12330.0,4.0,제외,회피,0.0,6.3,0.0,14.17,-1.8301,0,대형,관찰,0.8,1978.2,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,자동차부품,False,40.0,422700.0,445900.0,445475.0,19,2026-03-12
삼성물산,28260.0,3.0,제외,회피,0.0,12.98,40.54,9.46,0.2989,4,대형,관찰,0.71,1655.3,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 역배열/추세 훼손,매도/제외,복합기업,False,0.0,278200.0,298350.0,312450.0,20,2026-03-12
하나금융지주,86790.0,3.0,제외,회피,0.0,3.55,0.0,0.0,-0.2134,2,대형,관찰,0.65,1452.3,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,은행,False,0.0,110800.0,113750.0,120035.0,21,2026-03-12
HD현대일렉트릭,267260.0,2.0,제외,회피,0.0,1.69,0.0,16.5,-0.2635,0,대형,관찰,0.77,1903.5,역배열/추세 훼손,매도/제외,전기장비,False,0.0,939800.0,970200.0,983200.0,22,2026-03-12
KB금융,105560.0,1.0,제외,회피,0.0,9.49,32.75,11.35,0.191,4,대형,관찰,0.69,2685.5,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 역배열/추세 훼손,매도/제외,은행,False,0.0,147580.0,150240.0,157430.0,23,2026-03-12
LG전자,66570.0,1.0,제외,회피,0.0,1.24,0.0,12.33,-0.9072,1,대형,관찰,0.35,3458.6,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,전자제품,False,40.0,115840.0,122360.0,122090.0,24,2026-03-12
HD현대중공업,329180.0,21.0,신규후보,주도눌림,46.42,11.23,12.0,76.21,-0.1011,2,대형,주도대형,0.96,1645.5,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,보유/관찰,조선,True,100.0,589800.0,576600.0,574200.0,1,2026-03-13
LS ELECTRIC,10120.0,17.0,관찰,주도눌림,32.52,0.0,0.0,63.5,-1.5422,0,대형,주도대형,0.73,1207.9,대형 주도주 조건 · 대형 주도주 눌림,수급훼손,전기장비,True,100.0,144560.0,142920.0,141730.0,2,2026-03-13
한화에어로스페이스,12450.0,19.0,관찰,과열주의,26.15,6.07,18.69,74.84,0.0617,2,대형,관찰,0.92,5945.8,대형 주도주 조건 · 이격/RSI 과열,익절/추격주의,우주항공과국방,True,100.0,1450400.0,1406400.0,1292500.0,3,2026-03-13
두산에너빌리티,34020.0,37.0,관찰,관찰,22.57,9.42,4.0,65.9,-0.2264,0,대형,관찰,1.08,7437.6,대형 주도주 조건 · 기관 동행 · 정배열 확인 전,수급훼손,기계,False,60.0,101940.0,98200.0,98800.0,4,2026-03-13
미래에셋증권,6800.0,21.0,제외,회피,12.77,1.5,0.0,77.0,-0.2183,0,대형,관찰,0.86,4629.4,대형 주도주 조건 · 역배열/추세 훼손,매도/제외,증권,True,100.0,67725.8,66461.4,65167.0,5,2026-03-13
삼성전기,9150.0,18.0,관찰,관찰,6.71,4.28,0.0,63.0,-0.7081,0,대형,관찰,0.69,3627.8,대형 주도주 조건 · 정배열 확인 전,수급훼손,전자장비와기기,False,60.0,398000.0,401600.0,390350.0,6,2026-03-13
한화오션,42660.0,12.0,관찰,관찰,6.3,10.79,35.34,47.55,0.2187,3,대형,관찰,0.93,3017.5,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 정배열 확인 전,추세훼손,조선,False,60.0,131060.0,128920.0,133710.0,7,2026-03-13
삼성전자우,5935.0,10.0,관찰,관찰,2.43,3.27,11.16,70.59,0.0153,2,대형,관찰,0.87,7818.3,연기금 10일 순매수 · 대형 주도주 조건 · 정배열 확인 전,추세훼손,반도체와반도체장비,False,60.0,132560.0,130720.0,131195.0,8,2026-03-13
하나금융지주,86790.0,15.0,제외,회피,0.0,6.81,8.0,0.0,-0.2112,2,대형,관찰,0.68,1467.5,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,은행,False,0.0,110520.0,112150.0,119540.0,9,2026-03-13
HD한국조선해양,9540.0,7.0,제외,회피,0.0,4.85,9.81,5.23,0.0122,2,대형,관찰,0.85,1263.3,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,조선,False,0.0,413000.0,414450.0,421725.0,10,2026-03-13
기아,270.0,7.0,제외,회피,0.0,7.37,0.0,14.17,-0.4337,0,대형,관찰,0.76,3271.2,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,자동차,False,0.0,161540.0,168560.0,171155.0,11,2026-03-13
효성중공업,298040.0,7.0,제외,회피,0.0,1.26,4.0,22.57,-0.8401,1,대형,관찰,0.8,1310.2,역배열/추세 훼손,매도/제외,전기장비,False,20.0,2525200.0,2531400.0,2555000.0,12,2026-03-13
SK스퀘어,402340.0,6.0,제외,회피,0.0,7.81,4.0,16.74,-0.3819,1,대형,관찰,0.7,3646.6,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,복합기업,False,0.0,543200.0,556800.0,572000.0,13,2026-03-13
삼성생명,32830.0,6.0,제외,회피,0.0,12.47,49.58,38.42,0.4315,4,대형,관찰,0.79,1140.8,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 역배열/추세 훼손,매도/제외,생명보험,False,40.0,214600.0,214600.0,216160.0,14,2026-03-13
삼성전자,5930.0,6.0,제외,회피,0.0,6.96,4.0,28.57,-0.5315,1,대형,관찰,0.78,66089.1,역배열/추세 훼손,매도/제외,반도체와반도체장비,False,0.0,184560.0,188640.0,188720.0,15,2026-03-13
현대차,5380.0,6.0,제외,회피,0.0,2.34,0.0,44.67,-0.5601,0,대형,관찰,0.56,12497.7,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,자동차,False,40.0,520000.0,547100.0,535775.0,16,2026-03-13
셀트리온,68270.0,5.0,제외,회피,0.0,10.78,29.11,5.49,0.1422,4,대형,관찰,0.66,1657.6,연기금 10일 순매수 · 기관 동행 · 역배열/추세 훼손,매도/제외,제약,False,0.0,206100.0,211540.0,226170.0,17,2026-03-13
LG전자,66570.0,3.0,제외,회피,0.0,2.7,0.0,2.33,-0.9084,1,대형,관찰,0.32,3453.9,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,전자제품,False,0.0,114860.0,119000.0,122615.0,18,2026-03-13
삼성SDI,6400.0,3.0,제외,회피,0.0,5.12,10.94,16.9,0.0829,3,대형,관찰,0.62,3885.8,역배열/추세 훼손,매도/제외,전기제품,False,0.0,396100.0,400850.0,401575.0,19,2026-03-13
POSCO홀딩스,5490.0,2.0,제외,회피,0.0,2.6,2.0,0.79,-0.0423,3,대형,관찰,0.52,2234.6,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,철강,False,0.0,341800.0,351800.0,370200.0,20,2026-03-13
SK,34730.0,1.0,제외,회피,0.0,11.44,47.96,2.52,0.3433,4,대형,관찰,1.18,1255.5,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 역배열/추세 훼손,매도/제외,석유와가스,False,0.0,341300.0,353500.0,361775.0,21,2026-03-13
HD현대일렉트릭,267260.0,0.0,제외,회피,0.0,0.12,0.0,1.5,-0.2742,0,대형,관찰,0.73,1829.7,역배열/추세 훼손,매도/제외,전기장비,False,0.0,932000.0,952000.0,983000.0,22,2026-03-13
KB금융,105560.0,0.0,제외,회피,0.0,8.01,32.83,11.36,0.1925,4,대형,관찰,0.72,2665.2,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 역배열/추세 훼손,매도/제외,은행,False,0.0,147880.0,148600.0,157305.0,23,2026-03-13
LG에너지솔루션,373220.0,0.0,제외,회피,0.0,1.05,4.0,7.74,-0.1856,1,대형,관찰,0.76,1650.9,역배열/추세 훼손,매도/제외,전기제품,False,0.0,369800.0,376550.0,390975.0,24,2026-03-13
삼성전기,9150.0,14.0,관찰,주도눌림,37.31,5.77,0.0,73.67,-0.7029,0,대형,주도대형,0.7,3654.6,대형 주도주 조건 · 대형 주도주 눌림,수급훼손,전자장비와기기,True,100.0,404200.0,398050.0,395325.0,1,2026-03-16
한화에어로스페이스,12450.0,19.0,관찰,과열주의,28.01,7.04,14.77,81.28,0.0634,2,대형,관찰,0.76,5790.3,대형 주도주 조건 · 이격/RSI 과열,익절/추격주의,우주항공과국방,True,100.0,1458800.0,1434500.0,1309000.0,2,2026-03-16
두산에너빌리티,34020.0,37.0,관찰,관찰,23.88,10.97,4.0,65.9,-0.2228,0,대형,관찰,1.02,7558.9,대형 주도주 조건 · 기관 동행 · 정배열 확인 전,수급훼손,기계,False,60.0,103840.0,98140.0,99380.0,3,2026-03-16
미래에셋증권,6800.0,28.0,제외,회피,18.11,3.0,0.0,77.0,-0.2173,0,대형,관찰,0.86,4650.3,대형 주도주 조건 · 역배열/추세 훼손,매도/제외,증권,True,100.0,69121.4,66382.5,66128.25,4,2026-03-16
HD현대중공업,329180.0,15.0,관찰,관찰,8.69,12.04,8.0,44.98,-0.1047,2,대형,관찰,0.84,1588.9,연기금 10일 순매수 · 기관 동행 · 정배열 확인 전,추세훼손,조선,False,60.0,591200.0,574600.0,576650.0,5,2026-03-16
삼성전자우,5935.0,16.0,관찰,관찰,5.92,3.28,11.16,70.59,0.0151,2,대형,관찰,0.83,7926.3,연기금 10일 순매수 · 대형 주도주 조건 · 정배열 확인 전,추세훼손,반도체와반도체장비,False,60.0,135920.0,130170.0,132395.0,6,2026-03-16
LS ELECTRIC,10120.0,16.0,관찰,관찰,0.07,1.5,0.0,43.5,-1.5717,0,대형,관찰,0.7,1185.2,정배열 확인 전,수급훼손,전기장비,False,60.0,146640.0,141840.0,142690.0,7,2026-03-16
SK하이닉스,660.0,17.0,제외,회피,0.0,1.5,0.0,70.83,-1.1588,0,대형,관찰,0.86,44721.1,대형 주도주 조건 · 역배열/추세 훼손,매도/제외,반도체와반도체장비,False,60.0,941400.0,919600.0,940050.0,8,2026-03-16
SK스퀘어,402340.0,12.0,제외,회피,0.0,9.32,4.0,48.07,-0.3817,1,대형,관찰,0.65,3648.6,연기금 10일 순매수 · 기관 동행 · 역배열/추세 훼손,매도/제외,복합기업,False,40.0,553800.0,548500.0,572950.0,9,2026-03-16
삼성전자,5930.0,12.0,제외,회피,0.0,8.49,4.0,55.57,-0.5294,1,대형,관찰,0.67,66346.5,기관 동행 · 역배열/추세 훼손,매도/제외,반도체와반도체장비,False,40.0,187600.0,185860.0,189865.0,10,2026-03-16
기아,270.0,8.0,제외,회피,0.0,8.94,0.0,9.17,-0.4328,0,대형,관찰,0.69,3278.4,연기금 10일 순매수 · 기관 동행 · 역배열/추세 훼손,매도/제외,자동차,False,0.0,163260.0,164210.0,171520.0,11,2026-03-16
한화오션,42660.0,6.0,제외,회피,0.0,8.41,31.3,29.97,0.2181,3,대형,관찰,0.89,3025.0,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 역배열/추세 훼손,매도/제외,조선,False,40.0,132700.0,127990.0,133760.0,12,2026-03-16
LG전자,66570.0,5.0,제외,회피,0.0,4.27,0.0,2.33,-0.914,1,대형,관찰,0.3,3432.8,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,전자제품,False,0.0,115020.0,115850.0,123125.0,13,2026-03-16
삼성SDI,6400.0,5.0,제외,회피,0.0,6.48,10.95,36.9,0.083,3,대형,관찰,0.56,3882.4,역배열/추세 훼손,매도/제외,전기제품,False,40.0,394900.0,392550.0,401675.0,14,2026-03-16
효성중공업,298040.0,5.0,제외,회피,0.0,1.27,4.0,17.57,-0.8536,1,대형,관찰,0.81,1289.4,역배열/추세 훼손,매도/제외,전기장비,False,40.0,2550800.0,2500800.0,2563500.0,15,2026-03-16
KB금융,105560.0,2.0,제외,회피,0.0,9.57,33.1,27.06,0.198,4,대형,관찰,0.69,2590.8,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 역배열/추세 훼손,매도/제외,은행,False,40.0,149220.0,147630.0,156995.0,16,2026-03-16
셀트리온,68270.0,2.0,제외,회피,0.0,5.41,19.23,3.41,0.1446,4,대형,관찰,0.6,1630.1,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,제약,False,0.0,205300.0,207690.0,224795.0,17,2026-03-16
HD한국조선해양,9540.0,1.0,제외,회피,0.0,3.71,9.84,7.57,0.0128,2,대형,관찰,0.79,1208.0,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,조선,False,40.0,414900.0,410400.0,423100.0,18,2026-03-16
HD현대일렉트릭,267260.0,1.0,제외,회피,0.0,1.63,0.0,1.5,-0.2824,0,대형,관찰,0.66,1776.0,역배열/추세 훼손,매도/제외,전기장비,False,0.0,931600.0,937500.0,981300.0,19,2026-03-16
SK,34730.0,1.0,제외,회피,0.0,11.41,47.76,3.16,0.3392,4,대형,관찰,1.18,1270.7,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 역배열/추세 훼손,매도/제외,석유와가스,False,0.0,341600.0,346450.0,361775.0,20,2026-03-16
삼성물산,28260.0,1.0,제외,회피,0.0,9.38,31.07,7.44,0.3094,4,대형,관찰,0.63,1599.2,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 역배열/추세 훼손,매도/제외,복합기업,False,0.0,279200.0,283200.0,308925.0,21,2026-03-16
신한지주,55550.0,1.0,제외,회피,0.0,4.14,12.0,5.55,-0.0266,3,대형,관찰,0.82,2066.9,역배열/추세 훼손,매도/제외,은행,False,0.0,90600.0,91170.0,96120.0,22,2026-03-16
하나금융지주,86790.0,1.0,제외,회피,0.0,0.55,0.0,0.0,-0.2161,2,대형,관찰,0.62,1434.2,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,은행,False,0.0,110620.0,110810.0,118850.0,23,2026-03-16
LG에너지솔루션,373220.0,0.0,제외,회피,0.0,1.11,4.0,18.4,-0.1865,1,대형,관찰,0.7,1643.2,역배열/추세 훼손,매도/제외,전기제품,False,40.0,371100.0,370450.0,389750.0,24,2026-03-16
한화에어로스페이스,12450.0,16.0,관찰,관찰,29.35,1.76,4.76,84.85,0.0633,2,대형,관찰,0.63,5796.9,대형 주도주 조건,보유/관찰,우주항공과국방,True,100.0,1447000.0,1430900.0,1322300.0,1,2026-03-17
두산에너빌리티,34020.0,28.0,관찰,관찰,19.01,11.49,0.0,65.33,-0.2264,0,대형,관찰,0.82,7438.6,대형 주도주 조건 · 기관 동행 · 정배열 확인 전,수급훼손,기계,False,60.0,104220.0,98890.0,99825.0,2,2026-03-17
삼성전기,9150.0,21.0,관찰,관찰,10.35,7.33,0.0,58.67,-0.6726,0,대형,관찰,0.7,3819.1,정배열 확인 전,수급훼손,전자장비와기기,False,60.0,413100.0,401800.0,402175.0,3,2026-03-17
삼성전자,5930.0,14.0,관찰,관찰,8.35,9.12,0.0,62.0,-0.529,1,대형,관찰,0.59,66405.0,대형 주도주 조건 · 기관 동행 · 정배열 확인 전,추세훼손,반도체와반도체장비,False,60.0,188800.0,185740.0,191170.0,4,2026-03-17
SK스퀘어,402340.0,14.0,관찰,관찰,7.89,9.99,0.0,54.5,-0.378,1,대형,관찰,0.65,3684.0,연기금 10일 순매수 · 기관 동행 · 정배열 확인 전,추세훼손,복합기업,False,60.0,560400.0,549100.0,575700.0,5,2026-03-17
삼성전자우,5935.0,17.0,관찰,관찰,7.84,4.86,11.14,70.59,0.0149,2,대형,관찰,0.76,8030.1,연기금 10일 순매수 · 대형 주도주 조건 · 정배열 확인 전,추세훼손,반도체와반도체장비,False,60.0,137220.0,131350.0,133640.0,6,2026-03-17
LS ELECTRIC,10120.0,18.0,관찰,관찰,2.51,3.0,0.0,43.5,-1.5966,0,대형,관찰,0.66,1166.7,정배열 확인 전,수급훼손,전기장비,False,60.0,148160.0,142800.0,143640.0,7,2026-03-17
미래에셋증권,6800.0,25.0,제외,회피,0.0,0.0,0.0,57.0,-0.2164,0,대형,관찰,0.82,4671.6,역배열/추세 훼손,매도/제외,증권,False,60.0,70077.2,66661.3,67029.35,8,2026-03-17
SK하이닉스,660.0,13.0,제외,회피,0.0,3.0,0.0,60.83,-1.1518,0,대형,관찰,0.78,44990.3,대형 주도주 조건 · 역배열/추세 훼손,매도/제외,반도체와반도체장비,False,60.0,947800.0,922700.0,945550.0,9,2026-03-17
기아,270.0,9.0,제외,회피,0.0,10.5,0.0,24.83,-0.4384,0,대형,관찰,0.64,3236.5,연기금 10일 순매수 · 기관 동행 · 역배열/추세 훼손,매도/제외,자동차,False,40.0,164520.0,162710.0,171795.0,10,2026-03-17
HD한국조선해양,9540.0,8.0,제외,회피,0.0,5.17,9.84,14.57,0.0129,2,대형,관찰,0.72,1193.0,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,조선,False,40.0,418100.0,408250.0,424600.0,11,2026-03-17
한화오션,42660.0,8.0,제외,회피,0.0,10.15,31.38,30.65,0.2195,3,대형,관찰,0.85,3005.5,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 역배열/추세 훼손,매도/제외,조선,False,40.0,134360.0,127720.0,133910.0,12,2026-03-17
HD현대중공업,329180.0,7.0,관찰,관찰,0.0,3.06,8.0,56.31,-0.1048,2,대형,관찰,0.77,1587.7,연기금 10일 순매수 · 정배열 확인 전,추세훼손,조선,False,60.0,592000.0,574300.0,579150.0,13,2026-03-17
삼성생명,32830.0,7.0,제외,회피,0.0,14.0,49.79,28.45,0.4358,4,대형,관찰,0.75,1129.4,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 역배열/추세 훼손,매도/제외,생명보험,False,40.0,218000.0,212350.0,217725.0,14,2026-03-17
삼성SDI,6400.0,6.0,제외,회피,0.0,7.95,10.95,26.9,0.083,3,대형,관찰,0.51,3882.9,역배열/추세 훼손,매도/제외,전기제품,False,40.0,392000.0,390650.0,402275.0,15,2026-03-17
효성중공업,298040.0,5.0,제외,회피,0.0,1.23,4.0,16.9,-0.8742,1,대형,관찰,0.72,1259.1,역배열/추세 훼손,매도/제외,전기장비,False,40.0,2550000.0,2494800.0,2570750.0,16,2026-03-17
KB금융,105560.0,3.0,제외,회피,0.0,11.16,33.53,27.12,0.2066,4,대형,관찰,0.67,2482.4,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 역배열/추세 훼손,매도/제외,은행,False,40.0,149880.0,147350.0,156305.0,17,2026-03-17
SK,34730.0,3.0,제외,회피,0.0,12.92,47.76,3.82,0.3391,4,대형,관찰,1.17,1271.0,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 기관 동행 · 역배열/추세 훼손,매도/제외,석유와가스,False,0.0,339400.0,342500.0,361875.0,18,2026-03-17
셀트리온,68270.0,3.0,제외,회피,0.0,6.82,20.07,2.2,0.1614,4,대형,관찰,0.63,1460.8,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,제약,False,0.0,205300.0,205790.0,223120.0,19,2026-03-17
LG에너지솔루션,373220.0,2.0,제외,회피,0.0,2.69,4.0,23.4,-0.1833,1,대형,관찰,0.72,1672.1,역배열/추세 훼손,매도/제외,전기제품,False,40.0,373800.0,369200.0,389175.0,20,2026-03-17
NAVER,35420.0,2.0,제외,회피,0.0,1.7,0.0,10.17,-0.1991,1,대형,관찰,0.59,2473.7,역배열/추세 훼손,매도/제외,양방향미디어와서비스,False,40.0,221800.0,219850.0,236425.0,21,2026-03-17
LG전자,66570.0,1.0,제외,회피,0.0,0.94,0.0,11.0,-1.1926,1,대형,관찰,0.36,2630.8,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,전자제품,False,40.0,114740.0,114540.0,122455.0,22,2026-03-17
POSCO홀딩스,5490.0,1.0,제외,회피,0.0,0.77,2.0,10.79,-0.0444,3,대형,관찰,0.42,2129.1,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,철강,False,40.0,341100.0,340650.0,366850.0,23,2026-03-17
하나금융지주,86790.0,1.0,제외,회피,0.0,0.55,0.0,4.67,-0.2236,2,대형,관찰,0.63,1386.0,연기금 10일 순매수 · 역배열/추세 훼손,매도/제외,은행,False,40.0,110620.0,109790.0,118055.0,24,2026-03-17
