거래ID,진입일,종목명,종목코드,진입순위,AI수급점수,진입유형,스윙우선순위,추천소스,진입코멘트,보유일수,청산방식,청산사유,진입가,청산일,청산가,수익률,상태
20260206_SK스퀘어_SIGNAL,2026-02-06,SK스퀘어,402340.0,1,35.0,주도눌림,61.24,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,9,시그널,목표수익+,514000.0,2026-02-24,617000.0,20.0389,closed
20260209_셀트리온_D10,2026-02-09,셀트리온,68270.0,1,35.0,주도돌파,57.3,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,10,D+10,D+10,230000.0,2026-02-26,242000.0,5.2174,closed
20260209_삼성생명_D10,2026-02-09,삼성생명,32830.0,2,25.0,주도눌림,51.23,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,10,D+10,D+10,193000.0,2026-02-26,239000.0,23.8342,closed
20260209_삼성전자_D10,2026-02-09,삼성전자,5930.0,3,25.0,주도눌림,43.45,리플레이,대형 주도주 조건 · 대형 주도주 눌림,10,D+10,D+10,166400.0,2026-02-26,218000.0,31.0096,closed
20260209_셀트리온_D5,2026-02-09,셀트리온,68270.0,1,35.0,주도돌파,57.3,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,D+5,D+5,230000.0,2026-02-19,244500.0,6.3043,closed
20260209_삼성생명_D5,2026-02-09,삼성생명,32830.0,2,25.0,주도눌림,51.23,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,D+5,D+5,193000.0,2026-02-19,209000.0,8.2902,closed
20260209_삼성전자_D5,2026-02-09,삼성전자,5930.0,3,25.0,주도눌림,43.45,리플레이,대형 주도주 조건 · 대형 주도주 눌림,5,D+5,D+5,166400.0,2026-02-19,190000.0,14.1827,closed
20260209_삼성생명_SIGNAL,2026-02-09,삼성생명,32830.0,2,25.0,주도눌림,51.23,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,시그널,목표수익,193000.0,2026-02-19,209000.0,8.2902,closed
20260209_삼성전자_SIGNAL,2026-02-09,삼성전자,5930.0,3,25.0,주도눌림,43.45,리플레이,대형 주도주 조건 · 대형 주도주 눌림,6,시그널,목표수익,166400.0,2026-02-20,190100.0,14.2428,closed
20260209_셀트리온_SIGNAL,2026-02-09,셀트리온,68270.0,1,35.0,주도돌파,57.3,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,12,시그널,지지이탈,230000.0,2026-03-03,225000.0,-2.1739,closed
20260210_셀트리온_D10,2026-02-10,셀트리온,68270.0,1,37.0,주도눌림,61.95,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,10,D+10,D+10,227500.0,2026-02-27,238500.0,4.8352,closed
20260210_SK스퀘어_D10,2026-02-10,SK스퀘어,402340.0,2,26.0,주도돌파,56.75,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,10,D+10,D+10,543000.0,2026-02-27,645000.0,18.7845,closed
20260210_삼성전자_D10,2026-02-10,삼성전자,5930.0,3,26.0,주도눌림,44.03,리플레이,대형 주도주 조건 · 대형 주도주 눌림,10,D+10,D+10,165800.0,2026-02-27,216500.0,30.579,closed
20260210_셀트리온_D5,2026-02-10,셀트리온,68270.0,1,37.0,주도눌림,61.95,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,D+5,D+5,227500.0,2026-02-20,242000.0,6.3736,closed
20260210_SK스퀘어_D5,2026-02-10,SK스퀘어,402340.0,2,26.0,주도돌파,56.75,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,D+5,D+5,543000.0,2026-02-20,580000.0,6.814,closed
20260210_삼성전자_D5,2026-02-10,삼성전자,5930.0,3,26.0,주도눌림,44.03,리플레이,대형 주도주 조건 · 대형 주도주 눌림,5,D+5,D+5,165800.0,2026-02-20,190100.0,14.6562,closed
20260210_삼성전자_SIGNAL,2026-02-10,삼성전자,5930.0,3,26.0,주도눌림,44.03,리플레이,대형 주도주 조건 · 대형 주도주 눌림,5,시그널,목표수익,165800.0,2026-02-20,190100.0,14.6562,closed
20260210_SK스퀘어_SIGNAL,2026-02-10,SK스퀘어,402340.0,2,26.0,주도돌파,56.75,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,8,시그널,목표수익+,543000.0,2026-02-25,647000.0,19.1529,closed
20260210_셀트리온_SIGNAL,2026-02-10,셀트리온,68270.0,1,37.0,주도눌림,61.95,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,10,시그널,스윙약화,227500.0,2026-02-27,238500.0,4.8352,closed
20260211_셀트리온_D10,2026-02-11,셀트리온,68270.0,1,38.0,주도돌파,62.01,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,10,D+10,D+10,239500.0,2026-03-03,225000.0,-6.0543,closed
20260211_POSCO홀딩스_D10,2026-02-11,POSCO홀딩스,5490.0,2,24.0,주도눌림,47.7,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,10,D+10,D+10,372000.0,2026-03-03,374500.0,0.672,closed
20260211_삼성전자_D10,2026-02-11,삼성전자,5930.0,3,26.0,주도눌림,44.03,리플레이,대형 주도주 조건 · 대형 주도주 눌림,10,D+10,D+10,167800.0,2026-03-03,195100.0,16.2694,closed
20260211_셀트리온_D5,2026-02-11,셀트리온,68270.0,1,38.0,주도돌파,62.01,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,D+5,D+5,239500.0,2026-02-23,243000.0,1.4614,closed
20260211_POSCO홀딩스_D5,2026-02-11,POSCO홀딩스,5490.0,2,24.0,주도눌림,47.7,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,D+5,D+5,372000.0,2026-02-23,388000.0,4.3011,closed
20260211_삼성전자_D5,2026-02-11,삼성전자,5930.0,3,26.0,주도눌림,44.03,리플레이,대형 주도주 조건 · 대형 주도주 눌림,5,D+5,D+5,167800.0,2026-02-23,193000.0,15.0179,closed
20260211_삼성전자_SIGNAL,2026-02-11,삼성전자,5930.0,3,26.0,주도눌림,44.03,리플레이,대형 주도주 조건 · 대형 주도주 눌림,5,시그널,목표수익+,167800.0,2026-02-23,193000.0,15.0179,closed
20260211_셀트리온_SIGNAL,2026-02-11,셀트리온,68270.0,1,38.0,주도돌파,62.01,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,9,시그널,스윙약화,239500.0,2026-02-27,238500.0,-0.4175,closed
20260211_POSCO홀딩스_SIGNAL,2026-02-11,POSCO홀딩스,5490.0,2,24.0,주도눌림,47.7,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,11,시그널,손절,372000.0,2026-03-04,321500.0,-13.5753,closed
20260212_셀트리온_D10,2026-02-12,셀트리온,68270.0,1,28.0,주도돌파,57.61,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,10,D+10,D+10,238500.0,2026-03-04,197400.0,-17.2327,closed
20260212_POSCO홀딩스_D10,2026-02-12,POSCO홀딩스,5490.0,2,36.0,주도눌림,55.93,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,10,D+10,D+10,383000.0,2026-03-04,321500.0,-16.0574,closed
20260212_SK_D10,2026-02-12,SK,34730.0,3,20.0,주도돌파,46.88,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,10,D+10,D+10,342500.0,2026-03-04,330000.0,-3.6496,closed
20260212_셀트리온_D5,2026-02-12,셀트리온,68270.0,1,28.0,주도돌파,57.61,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,D+5,D+5,238500.0,2026-02-24,248500.0,4.1929,closed
20260212_POSCO홀딩스_D5,2026-02-12,POSCO홀딩스,5490.0,2,36.0,주도눌림,55.93,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,D+5,D+5,383000.0,2026-02-24,399500.0,4.3081,closed
20260212_SK_D5,2026-02-12,SK,34730.0,3,20.0,주도돌파,46.88,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,D+5,D+5,342500.0,2026-02-24,392500.0,14.5985,closed
20260212_POSCO홀딩스_SIGNAL,2026-02-12,POSCO홀딩스,5490.0,2,36.0,주도눌림,55.93,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,시그널,스윙약화,383000.0,2026-02-24,399500.0,4.3081,closed
20260212_SK_SIGNAL,2026-02-12,SK,34730.0,3,20.0,주도돌파,46.88,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,6,시그널,목표수익+,342500.0,2026-02-25,409000.0,19.4161,closed
20260212_셀트리온_SIGNAL,2026-02-12,셀트리온,68270.0,1,28.0,주도돌파,57.61,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,9,시그널,손절,238500.0,2026-03-03,225000.0,-5.6604,closed
20260213_셀트리온_D10,2026-02-13,셀트리온,68270.0,1,28.0,주도돌파,59.0,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,10,D+10,D+10,238000.0,2026-03-05,211500.0,-11.1345,closed
20260213_SK_D10,2026-02-13,SK,34730.0,2,32.0,주도돌파,55.2,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,10,D+10,D+10,349500.0,2026-03-05,359500.0,2.8612,closed
20260213_삼성전자우_D10,2026-02-13,삼성전자우,5935.0,3,29.0,주도돌파,47.32,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 돌파,10,D+10,D+10,127600.0,2026-03-05,128600.0,0.7837,closed
20260213_셀트리온_D5,2026-02-13,셀트리온,68270.0,1,28.0,주도돌파,59.0,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,D+5,D+5,238000.0,2026-02-25,244500.0,2.7311,closed
20260213_SK_D5,2026-02-13,SK,34730.0,2,32.0,주도돌파,55.2,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,D+5,D+5,349500.0,2026-02-25,409000.0,17.0243,closed
20260213_삼성전자우_D5,2026-02-13,삼성전자우,5935.0,3,29.0,주도돌파,47.32,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 돌파,5,D+5,D+5,127600.0,2026-02-25,142300.0,11.5204,closed
20260213_SK_SIGNAL,2026-02-13,SK,34730.0,2,32.0,주도돌파,55.2,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,시그널,목표수익+,349500.0,2026-02-25,409000.0,17.0243,closed
20260213_삼성전자우_SIGNAL,2026-02-13,삼성전자우,5935.0,3,29.0,주도돌파,47.32,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 돌파,5,시그널,목표수익,127600.0,2026-02-25,142300.0,11.5204,closed
20260213_셀트리온_SIGNAL,2026-02-13,셀트리온,68270.0,1,28.0,주도돌파,59.0,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,8,시그널,손절,238000.0,2026-03-03,225000.0,-5.4622,closed
20260219_셀트리온_D10,2026-02-19,셀트리온,68270.0,1,29.0,주도돌파,59.28,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,10,D+10,D+10,244500.0,2026-03-06,212500.0,-13.0879,closed
20260219_삼성생명_D10,2026-02-19,삼성생명,32830.0,2,15.0,주도돌파,43.14,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,10,D+10,D+10,209000.0,2026-03-06,210000.0,0.4785,closed
20260219_POSCO홀딩스_D10,2026-02-19,POSCO홀딩스,5490.0,3,27.0,주도눌림,43.11,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,10,D+10,D+10,389000.0,2026-03-06,353500.0,-9.126,closed
20260219_셀트리온_D5,2026-02-19,셀트리온,68270.0,1,29.0,주도돌파,59.28,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,D+5,D+5,244500.0,2026-02-26,242000.0,-1.0225,closed
20260219_삼성생명_D5,2026-02-19,삼성생명,32830.0,2,15.0,주도돌파,43.14,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,D+5,D+5,209000.0,2026-02-26,239000.0,14.3541,closed
20260219_POSCO홀딩스_D5,2026-02-19,POSCO홀딩스,5490.0,3,27.0,주도눌림,43.11,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,5,D+5,D+5,389000.0,2026-02-26,407500.0,4.7558,closed
20260219_삼성생명_SIGNAL,2026-02-19,삼성생명,32830.0,2,15.0,주도돌파,43.14,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,시그널,목표수익,209000.0,2026-02-26,239000.0,14.3541,closed
20260219_셀트리온_SIGNAL,2026-02-19,셀트리온,68270.0,1,29.0,주도돌파,59.28,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,7,시그널,손절,244500.0,2026-03-03,225000.0,-7.9755,closed
20260219_POSCO홀딩스_SIGNAL,2026-02-19,POSCO홀딩스,5490.0,3,27.0,주도눌림,43.11,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,8,시그널,손절,389000.0,2026-03-04,321500.0,-17.3522,closed
20260220_셀트리온_D10,2026-02-20,셀트리온,68270.0,1,28.0,주도돌파,60.76,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,10,D+10,D+10,242000.0,2026-03-09,204000.0,-15.7025,closed
20260220_셀트리온_D5,2026-02-20,셀트리온,68270.0,1,28.0,주도돌파,60.76,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,D+5,D+5,242000.0,2026-02-27,238500.0,-1.4463,closed
20260220_셀트리온_SIGNAL,2026-02-20,셀트리온,68270.0,1,28.0,주도돌파,60.76,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,6,시그널,손절,242000.0,2026-03-03,225000.0,-7.0248,closed
20260223_삼성물산_D10,2026-02-23,삼성물산,28260.0,1,25.0,주도눌림,49.02,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,10,D+10,D+10,332000.0,2026-03-10,273000.0,-17.7711,closed
20260223_POSCO홀딩스_D10,2026-02-23,POSCO홀딩스,5490.0,2,26.0,주도눌림,43.25,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,10,D+10,D+10,388000.0,2026-03-10,343500.0,-11.4691,closed
20260223_삼성물산_D5,2026-02-23,삼성물산,28260.0,1,25.0,주도눌림,49.02,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,D+5,D+5,332000.0,2026-03-03,317000.0,-4.5181,closed
20260223_POSCO홀딩스_D5,2026-02-23,POSCO홀딩스,5490.0,2,26.0,주도눌림,43.25,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,5,D+5,D+5,388000.0,2026-03-03,374500.0,-3.4794,closed
20260223_삼성물산_SIGNAL,2026-02-23,삼성물산,28260.0,1,25.0,주도눌림,49.02,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,시그널,손절,332000.0,2026-03-03,317000.0,-4.5181,closed
20260223_POSCO홀딩스_SIGNAL,2026-02-23,POSCO홀딩스,5490.0,2,26.0,주도눌림,43.25,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,6,시그널,손절,388000.0,2026-03-04,321500.0,-17.1392,closed
20260227_셀트리온_D10,2026-02-27,셀트리온,68270.0,1,31.0,주도눌림,51.1,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,10,D+10,D+10,238500.0,2026-03-16,200000.0,-16.1426,closed
20260227_POSCO홀딩스_D10,2026-02-27,POSCO홀딩스,5490.0,2,24.0,주도돌파,44.12,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,10,D+10,D+10,413000.0,2026-03-16,333500.0,-19.2494,closed
20260227_삼성생명_D10,2026-02-27,삼성생명,32830.0,3,15.0,주도돌파,43.91,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,10,D+10,D+10,230000.0,2026-03-16,212000.0,-7.8261,closed
20260227_셀트리온_D5,2026-02-27,셀트리온,68270.0,1,31.0,주도눌림,51.1,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,D+5,D+5,238500.0,2026-03-09,204000.0,-14.4654,closed
20260227_POSCO홀딩스_D5,2026-02-27,POSCO홀딩스,5490.0,2,24.0,주도돌파,44.12,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,D+5,D+5,413000.0,2026-03-09,336000.0,-18.6441,closed
20260227_삼성생명_D5,2026-02-27,삼성생명,32830.0,3,15.0,주도돌파,43.91,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,5,D+5,D+5,230000.0,2026-03-09,200500.0,-12.8261,closed
20260227_셀트리온_SIGNAL,2026-02-27,셀트리온,68270.0,1,31.0,주도눌림,51.1,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,3,시그널,손절,238500.0,2026-03-05,211500.0,-11.3208,closed
20260227_POSCO홀딩스_SIGNAL,2026-02-27,POSCO홀딩스,5490.0,2,24.0,주도돌파,44.12,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,3,시그널,손절,413000.0,2026-03-05,346500.0,-16.1017,closed
20260227_삼성생명_SIGNAL,2026-02-27,삼성생명,32830.0,3,15.0,주도돌파,43.91,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 돌파,3,시그널,손절,230000.0,2026-03-05,214000.0,-6.9565,closed
20260303_삼성전자우_D10,2026-03-03,삼성전자우,5935.0,1,45.0,주도눌림,70.46,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,10,D+10,D+10,129200.0,2026-03-17,141000.0,9.1331,closed
20260303_SK_D10,2026-03-03,SK,34730.0,2,28.0,주도눌림,52.64,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,10,D+10,D+10,379500.0,2026-03-17,340000.0,-10.4084,closed
20260303_HD현대중공업_D10,2026-03-03,HD현대중공업,329180.0,3,40.0,주도눌림,51.95,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,10,D+10,D+10,590000.0,2026-03-17,587000.0,-0.5085,closed
20260303_삼성전자우_D5,2026-03-03,삼성전자우,5935.0,1,45.0,주도눌림,70.46,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,D+5,D+5,129200.0,2026-03-10,134500.0,4.1022,closed
20260303_SK_D5,2026-03-03,SK,34730.0,2,28.0,주도눌림,52.64,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,D+5,D+5,379500.0,2026-03-10,351000.0,-7.5099,closed
20260303_HD현대중공업_D5,2026-03-03,HD현대중공업,329180.0,3,40.0,주도눌림,51.95,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,5,D+5,D+5,590000.0,2026-03-10,583000.0,-1.1864,closed
20260303_SK_SIGNAL,2026-03-03,SK,34730.0,2,28.0,주도눌림,52.64,리플레이,연기금 10일 순매수 · 거래대금 대비 수급 양호 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,3,시그널,손절,379500.0,2026-03-06,358500.0,-5.5336,closed
20260303_HD현대중공업_SIGNAL,2026-03-03,HD현대중공업,329180.0,3,40.0,주도눌림,51.95,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,3,시그널,손절,590000.0,2026-03-06,554000.0,-6.1017,closed
20260303_삼성전자우_SIGNAL,2026-03-03,삼성전자우,5935.0,1,45.0,주도눌림,70.46,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,4,시그널,손절,129200.0,2026-03-09,121500.0,-5.9598,closed
20260304_한화에어로스페이스_D10,2026-03-04,한화에어로스페이스,12450.0,1,39.0,주도눌림,56.88,리플레이,대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,10,D+10,D+10,1323000.0,2026-03-18,1390000.0,5.0642,closed
20260304_한화에어로스페이스_D5,2026-03-04,한화에어로스페이스,12450.0,1,39.0,주도눌림,56.88,리플레이,대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,D+5,D+5,1323000.0,2026-03-11,1410000.0,6.576,closed
20260304_한화에어로스페이스_SIGNAL,2026-03-04,한화에어로스페이스,12450.0,1,39.0,주도눌림,56.88,리플레이,대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,11,시그널,수급훼손,1323000.0,2026-03-19,1375000.0,3.9305,closed
20260305_삼성전자_D10,2026-03-05,삼성전자,5930.0,1,25.0,주도눌림,44.31,리플레이,대형 주도주 조건 · 대형 주도주 눌림,10,D+10,D+10,191600.0,2026-03-19,200500.0,4.6451,closed
20260305_현대차_D10,2026-03-05,현대차,5380.0,2,25.0,주도눌림,43.55,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,10,D+10,D+10,548000.0,2026-03-19,522000.0,-4.7445,closed
20260305_삼성전자_D5,2026-03-05,삼성전자,5930.0,1,25.0,주도눌림,44.31,리플레이,대형 주도주 조건 · 대형 주도주 눌림,5,D+5,D+5,191600.0,2026-03-12,187900.0,-1.9311,closed
20260305_현대차_D5,2026-03-05,현대차,5380.0,2,25.0,주도눌림,43.55,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,5,D+5,D+5,548000.0,2026-03-12,521000.0,-4.927,closed
20260305_현대차_SIGNAL,2026-03-05,현대차,5380.0,2,25.0,주도눌림,43.55,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,3,시그널,손절,548000.0,2026-03-10,525000.0,-4.1971,closed
20260305_삼성전자_SIGNAL,2026-03-05,삼성전자,5930.0,1,25.0,주도눌림,44.31,리플레이,대형 주도주 조건 · 대형 주도주 눌림,5,시그널,수급훼손,191600.0,2026-03-12,187900.0,-1.9311,closed
20260306_현대차_D10,2026-03-06,현대차,5380.0,1,25.0,주도눌림,43.55,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,10,D+10,D+10,553000.0,2026-03-20,517000.0,-6.5099,closed
20260306_현대차_D5,2026-03-06,현대차,5380.0,1,25.0,주도눌림,43.55,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,5,D+5,D+5,553000.0,2026-03-13,517000.0,-6.5099,closed
20260306_현대차_SIGNAL,2026-03-06,현대차,5380.0,1,25.0,주도눌림,43.55,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 대형 주도주 눌림,3,시그널,손절,553000.0,2026-03-11,530000.0,-4.1591,closed
20260312_HD현대중공업_D10,2026-03-12,HD현대중공업,329180.0,1,26.0,주도눌림,48.02,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,10,D+10,D+10,604000.0,2026-03-26,511000.0,-15.3974,closed
20260312_HD현대중공업_D5,2026-03-12,HD현대중공업,329180.0,1,26.0,주도눌림,48.02,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,D+5,D+5,604000.0,2026-03-19,567000.0,-6.1258,closed
20260312_HD현대중공업_SIGNAL,2026-03-12,HD현대중공업,329180.0,1,26.0,주도눌림,48.02,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,시그널,손절,604000.0,2026-03-19,567000.0,-6.1258,closed
20260313_HD현대중공업_D10,2026-03-13,HD현대중공업,329180.0,1,21.0,주도눌림,46.42,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,10,D+10,D+10,596000.0,2026-03-27,498500.0,-16.3591,closed
20260313_HD현대중공업_D5,2026-03-13,HD현대중공업,329180.0,1,21.0,주도눌림,46.42,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,5,D+5,D+5,596000.0,2026-03-20,559000.0,-6.2081,closed
20260313_HD현대중공업_SIGNAL,2026-03-13,HD현대중공업,329180.0,1,21.0,주도눌림,46.42,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,4,시그널,손절,596000.0,2026-03-19,567000.0,-4.8658,closed
20260320_삼성전자우_D10,2026-03-20,삼성전자우,5935.0,1,26.0,주도눌림,48.42,리플레이,연기금 10일 순매수 · 대형 주도주 조건 · 기관 동행 · 대형 주도주 눌림,10,D+10,D+10,139200.0,2026-04-03,124400.0,-10.6322,closed
