종목명,일자,종가,외인,연기금,투신,사모
에임드바이오,20260311,65100.0,17678.0,4523.0,-1469.0,-1288.0
에임드바이오,20260310,64400.0,7878.0,324.0,2536.0,-159.0
에임드바이오,20260309,62700.0,5290.0,3108.0,19.0,-188.0
에임드바이오,20260306,65300.0,3157.0,0.0,-407.0,-5012.0
에임드바이오,20260305,62800.0,21309.0,1656.0,1765.0,-13437.0
에임드바이오,20260304,51300.0,10011.0,79.0,-3622.0,-22268.0
에임드바이오,20260303,64300.0,10870.0,-17.0,4818.0,6679.0
에임드바이오,20260227,61500.0,26271.0,1590.0,4163.0,-6793.0
에임드바이오,20260226,51900.0,-747.0,214.0,-178.0,-63.0
에임드바이오,20260225,52500.0,-1460.0,176.0,165.0,-26.0
에임드바이오,20260224,53600.0,-1055.0,790.0,18.0,40.0
롯데지주,20260324,30800.0,-980.0,-499.0,24.0,17.0
롯데지주,20260323,30300.0,-4068.0,153.0,-105.0,-60.0
롯데지주,20260320,32400.0,1423.0,328.0,6.0,40.0
롯데지주,20260319,30700.0,-1328.0,472.0,154.0,6.0
롯데지주,20260318,31500.0,947.0,-621.0,-19.0,-170.0
롯데지주,20260317,30500.0,963.0,-234.0,-2169.0,-12.0
롯데지주,20260316,30050.0,-3.0,-638.0,-932.0,-10.0
롯데지주,20260313,30100.0,-2668.0,-836.0,-134.0,-134.0
롯데지주,20260312,30950.0,-2014.0,-351.0,156.0,237.0
롯데지주,20260311,30900.0,130.0,-1722.0,163.0,-208.0
롯데지주,20260310,30550.0,-2694.0,-85.0,-582.0,-62.0
롯데지주,20260309,29850.0,35.0,0.0,67.0,56.0
롯데지주,20260306,31700.0,109.0,-182.0,-259.0,-10.0
롯데지주,20260305,31400.0,-908.0,-1.0,271.0,97.0
롯데지주,20260304,29600.0,895.0,277.0,-316.0,-558.0
롯데지주,20260303,33700.0,10638.0,59.0,-27.0,-5473.0
롯데지주,20260227,35750.0,2468.0,529.0,845.0,-5.0
롯데지주,20260226,35550.0,-2645.0,-103.0,-285.0,-320.0
롯데지주,20260225,37600.0,-1052.0,528.0,-1708.0,389.0
롯데지주,20260224,37300.0,-4719.0,178.0,-259.0,103.0
디앤디파마텍,20260324,73700.0,-2179.0,35.0,2550.0,1487.0
디앤디파마텍,20260323,70300.0,-8069.0,-1106.0,-3594.0,-1025.0
디앤디파마텍,20260320,78100.0,-8280.0,-83.0,-5172.0,-787.0
디앤디파마텍,20260319,78900.0,-5793.0,-1186.0,1108.0,-1448.0
디앤디파마텍,20260318,81900.0,-15070.0,-1570.0,-24.0,-140.0
디앤디파마텍,20260317,83500.0,-12008.0,38.0,863.0,461.0
디앤디파마텍,20260316,87600.0,-13309.0,-808.0,7468.0,2079.0
디앤디파마텍,20260313,92300.0,39983.0,885.0,13695.0,4381.0
디앤디파마텍,20260312,80000.0,-1769.0,357.0,-4025.0,-1179.0
디앤디파마텍,20260311,80200.0,-1555.0,-433.0,158.0,180.0
디앤디파마텍,20260310,82000.0,-351.0,228.0,-1506.0,221.0
디앤디파마텍,20260309,78900.0,147.0,0.0,-349.0,-2767.0
디앤디파마텍,20260306,83900.0,-3978.0,1681.0,507.0,340.0
디앤디파마텍,20260305,82200.0,2714.0,-231.0,3812.0,3722.0
디앤디파마텍,20260304,70000.0,9961.0,5683.0,-2324.0,-410.0
디앤디파마텍,20260303,85100.0,-352.0,2214.0,-2580.0,-2476.0
디앤디파마텍,20260227,92400.0,8259.0,1316.0,1229.0,4538.0
디앤디파마텍,20260226,88800.0,2982.0,891.0,-728.0,1399.0
디앤디파마텍,20260225,88700.0,80.0,-248.0,-1536.0,623.0
디앤디파마텍,20260224,88600.0,4130.0,1606.0,1781.0,1960.0
한솔케미칼,20260324,279000.0,187.0,364.0,357.0,22.0
한솔케미칼,20260323,270500.0,1664.0,-419.0,-540.0,-117.0
한솔케미칼,20260320,294000.0,2883.0,420.0,-96.0,58.0
한솔케미칼,20260319,283500.0,216.0,413.0,-818.0,-262.0
한솔케미칼,20260318,291500.0,-236.0,3.0,99.0,-36.0
한솔케미칼,20260317,285500.0,-2529.0,2007.0,-130.0,-189.0
한솔케미칼,20260316,284000.0,2720.0,-400.0,713.0,-339.0
한솔케미칼,20260313,275000.0,11071.0,-1427.0,-12428.0,-49.0
한솔케미칼,20260312,284000.0,-1403.0,-1549.0,-975.0,-508.0
한솔케미칼,20260311,292000.0,-2470.0,-782.0,-1172.0,119.0
한솔케미칼,20260310,296500.0,3310.0,-518.0,1262.0,1.0
한솔케미칼,20260309,284000.0,3484.0,-2283.0,-64.0,-690.0
한솔케미칼,20260306,310000.0,-425.0,-31.0,660.0,-326.0
한솔케미칼,20260305,293500.0,-2851.0,-1628.0,-1532.0,-334.0
한솔케미칼,20260304,283500.0,5339.0,-1750.0,61.0,-218.0
한솔케미칼,20260303,314500.0,-116.0,-104.0,547.0,522.0
한솔케미칼,20260227,338000.0,1372.0,594.0,2092.0,31.0
한솔케미칼,20260226,330000.0,2610.0,-532.0,-157.0,-618.0
한솔케미칼,20260225,319000.0,3832.0,-282.0,-104.0,-146.0
한솔케미칼,20260224,316000.0,3238.0,-245.0,-133.0,-14.0
휴젤,20260324,256500.0,469.0,1531.0,-129.0,-118.0
휴젤,20260323,250000.0,73.0,112.0,-76.0,-17.0
휴젤,20260320,267000.0,2153.0,1528.0,-215.0,56.0
휴젤,20260319,262000.0,1777.0,472.0,-640.0,-3.0
휴젤,20260318,269500.0,7269.0,514.0,8197.0,1041.0
휴젤,20260317,250000.0,6661.0,936.0,613.0,-102.0
휴젤,20260316,242000.0,2671.0,233.0,404.0,50.0
휴젤,20260313,239500.0,3812.0,-1167.0,-1644.0,-190.0
휴젤,20260312,244500.0,-1310.0,811.0,-3593.0,-237.0
휴젤,20260311,248000.0,-894.0,0.0,-164.0,-257.0
휴젤,20260310,255000.0,2118.0,-352.0,1606.0,-163.0
휴젤,20260309,249500.0,159.0,246.0,23.0,-191.0
휴젤,20260306,261500.0,1617.0,-8.0,-117.0,201.0
휴젤,20260305,258000.0,5613.0,1304.0,1041.0,15.0
휴젤,20260304,234000.0,10466.0,-2545.0,-969.0,-362.0
휴젤,20260303,256000.0,4380.0,1.0,2564.0,-10.0
휴젤,20260227,270000.0,5067.0,-59.0,29.0,29.0
휴젤,20260226,265500.0,5627.0,0.0,578.0,-342.0
휴젤,20260225,263500.0,-459.0,0.0,29.0,109.0
휴젤,20260224,268000.0,4511.0,0.0,-107.0,-1989.0
에스티팜,20260324,151000.0,-300.0,2728.0,2107.0,787.0
에스티팜,20260323,142500.0,3765.0,24.0,1988.0,-324.0
에스티팜,20260320,150800.0,1398.0,269.0,1205.0,-210.0
에스티팜,20260319,149500.0,-110.0,-1235.0,2646.0,-82.0
에스티팜,20260318,155800.0,-842.0,-307.0,2961.0,-260.0
에스티팜,20260317,153400.0,-3954.0,-437.0,86.0,-260.0
에스티팜,20260316,155100.0,-557.0,-747.0,-674.0,126.0
에스티팜,20260313,160700.0,-1129.0,2414.0,-364.0,321.0
에스티팜,20260312,157400.0,98.0,460.0,-64.0,-156.0
에스티팜,20260311,158900.0,6108.0,2733.0,1591.0,102.0
에스티팜,20260310,159600.0,-6477.0,1502.0,919.0,-1508.0
에스티팜,20260309,162100.0,-12766.0,8375.0,3988.0,-29.0
에스티팜,20260306,160000.0,-6911.0,3521.0,2644.0,-1152.0
에스티팜,20260305,148800.0,97.0,3123.0,2142.0,-2625.0
에스티팜,20260304,131500.0,-425.0,-358.0,-900.0,-1858.0
에스티팜,20260303,155600.0,65.0,5084.0,341.0,1806.0
에스티팜,20260227,152300.0,1663.0,-86.0,164.0,1592.0
에스티팜,20260226,147100.0,4183.0,-606.0,-355.0,534.0
에스티팜,20260225,145000.0,7262.0,-367.0,-2314.0,-1287.0
에스티팜,20260224,148900.0,-530.0,-114.0,-2428.0,-1202.0
현대무벡스,20260324,28000.0,1027.0,0.0,-3.0,-75.0
현대무벡스,20260323,27950.0,-2634.0,0.0,48.0,28.0
현대무벡스,20260320,29650.0,-1854.0,0.0,478.0,108.0
현대무벡스,20260319,29900.0,214.0,0.0,0.0,-86.0
현대무벡스,20260318,30900.0,-836.0,0.0,11.0,-74.0
현대무벡스,20260317,30450.0,10328.0,0.0,32.0,71.0
현대무벡스,20260316,29800.0,1745.0,0.0,-9.0,-288.0
현대무벡스,20260313,31000.0,-4466.0,0.0,0.0,-98.0
현대무벡스,20260312,32200.0,-6850.0,0.0,-2.0,357.0
현대무벡스,20260311,32550.0,5448.0,0.0,31.0,486.0
현대무벡스,20260310,30300.0,-6872.0,0.0,-11.0,-360.0
현대무벡스,20260309,29600.0,-2335.0,0.0,3.0,-21.0
현대무벡스,20260306,31800.0,-11363.0,0.0,12.0,-23.0
현대무벡스,20260305,30950.0,3974.0,0.0,0.0,62.0
현대무벡스,20260304,25500.0,6125.0,0.0,79.0,41.0
현대무벡스,20260303,32400.0,-2420.0,0.0,278.0,224.0
현대무벡스,20260227,34600.0,-5668.0,0.0,7.0,4.0
현대무벡스,20260226,34100.0,-9400.0,0.0,-9.0,-110.0
현대무벡스,20260225,35550.0,-9724.0,0.0,-13.0,-189.0
현대무벡스,20260224,33450.0,2579.0,0.0,-115.0,-124.0
TIGER 미국배당다우존스,20260324,14500.0,-2284.0,0.0,0.0,0.0
TIGER 미국배당다우존스,20260323,14510.0,-50.0,0.0,0.0,0.0
TIGER 미국배당다우존스,20260320,14560.0,1051.0,0.0,0.0,0.0
TIGER 미국배당다우존스,20260319,14545.0,-184.0,0.0,0.0,0.0
TIGER 미국배당다우존스,20260318,14590.0,683.0,0.0,-621.0,0.0
TIGER 미국배당다우존스,20260317,14570.0,30.0,0.0,0.0,0.0
TIGER 미국배당다우존스,20260316,14680.0,-506.0,0.0,0.0,0.0
TIGER 미국배당다우존스,20260313,14600.0,1994.0,0.0,291.0,0.0
TIGER 미국배당다우존스,20260312,14425.0,-411.0,0.0,-493.0,0.0
TIGER 미국배당다우존스,20260311,14390.0,-588.0,0.0,0.0,0.0
TIGER 미국배당다우존스,20260310,14465.0,-1616.0,0.0,0.0,0.0
TIGER 미국배당다우존스,20260309,14540.0,141.0,0.0,0.0,0.0
TIGER 미국배당다우존스,20260306,14620.0,456.0,0.0,0.0,0.0
TIGER 미국배당다우존스,20260305,14620.0,-2519.0,0.0,-1308.0,0.0
TIGER 미국배당다우존스,20260304,14690.0,1814.0,0.0,0.0,2210.0
TIGER 미국배당다우존스,20260303,14680.0,2356.0,0.0,8.0,0.0
TIGER 미국배당다우존스,20260227,14285.0,686.0,0.0,-5.0,0.0
TIGER 미국배당다우존스,20260226,14245.0,173.0,0.0,0.0,0.0
TIGER 미국배당다우존스,20260225,14355.0,-782.0,0.0,0.0,0.0
TIGER 미국배당다우존스,20260224,14429.0,880.0,0.0,0.0,0.0
신세계,20260324,320500.0,4404.0,-458.0,-781.0,-4106.0
신세계,20260323,319500.0,4448.0,-760.0,888.0,-1782.0
신세계,20260320,344000.0,2324.0,-16.0,-1108.0,-217.0
신세계,20260319,335500.0,1604.0,-1944.0,118.0,230.0
신세계,20260318,345500.0,-913.0,-2074.0,1349.0,-1261.0
신세계,20260317,344500.0,-2706.0,-639.0,-482.0,1165.0
신세계,20260316,349000.0,-2292.0,-211.0,5525.0,2281.0
신세계,20260313,326000.0,2326.0,-874.0,538.0,128.0
신세계,20260312,336500.0,1427.0,-42.0,653.0,2587.0
신세계,20260311,342000.0,1368.0,26.0,1476.0,817.0
신세계,20260310,330500.0,105.0,715.0,-916.0,1340.0
신세계,20260309,313000.0,7485.0,886.0,-1858.0,-1618.0
신세계,20260306,334000.0,3244.0,2562.0,-2744.0,-495.0
신세계,20260305,337500.0,1967.0,2509.0,-2604.0,-1432.0
신세계,20260304,320000.0,3588.0,-1428.0,79.0,4226.0
신세계,20260303,359500.0,9450.0,1836.0,-123.0,236.0
신세계,20260227,368500.0,3706.0,-357.0,2545.0,228.0
신세계,20260226,360000.0,3633.0,-3131.0,-746.0,-276.0
신세계,20260225,363500.0,4101.0,-575.0,-1107.0,-545.0
신세계,20260224,355000.0,3676.0,89.0,-3513.0,-2798.0
RISE 200,20260324,84230.0,-720.0,-1977.0,12286.0,-1867.0
RISE 200,20260323,81900.0,334.0,148.0,5366.0,8160.0
RISE 200,20260320,87335.0,985.0,0.0,169.0,3.0
RISE 200,20260319,87410.0,282.0,0.0,-2504.0,44.0
RISE 200,20260318,90025.0,-359.0,0.0,-609.0,-1246.0
RISE 200,20260317,85370.0,173.0,-991.0,2367.0,-299.0
RISE 200,20260316,83660.0,-149.0,-992.0,3800.0,4414.0
RISE 200,20260313,82400.0,108.0,0.0,3451.0,-901.0
RISE 200,20260312,83550.0,-2104.0,89.0,-5382.0,-2401.0
RISE 200,20260311,84455.0,1600.0,0.0,862.0,4150.0
RISE 200,20260310,83595.0,429.0,-280.0,5796.0,-4.0
RISE 200,20260309,78800.0,824.0,12444.0,-6473.0,2046.0
RISE 200,20260306,84065.0,-718.0,0.0,2483.0,902.0
RISE 200,20260305,84205.0,-2219.0,-3879.0,10097.0,-395.0
RISE 200,20260304,76555.0,-304.0,51197.0,7077.0,14.0
RISE 200,20260303,87355.0,2523.0,0.0,1471.0,-1701.0
RISE 200,20260227,95005.0,-1457.0,-3791.0,7625.0,-2101.0
RISE 200,20260226,95800.0,259.0,0.0,37468.0,-7276.0
RISE 200,20260225,91605.0,1515.0,-3965.0,4991.0,-11896.0
RISE 200,20260224,89810.0,267.0,-5005.0,1717.0,-5184.0
성호전자,20260324,43500.0,-183.0,-1001.0,-15.0,1090.0
성호전자,20260323,42550.0,-2837.0,0.0,-2041.0,780.0
성호전자,20260320,45000.0,-1700.0,0.0,-174.0,-942.0
성호전자,20260319,40000.0,5366.0,-102.0,-5070.0,119.0
성호전자,20260318,42500.0,5840.0,-3913.0,-895.0,-1110.0
성호전자,20260317,42300.0,4053.0,-1079.0,-428.0,-3050.0
성호전자,20260316,46800.0,-8420.0,-1399.0,-668.0,-5747.0
성호전자,20260313,50400.0,-8986.0,-988.0,-3327.0,1709.0
성호전자,20260312,49400.0,-4024.0,-1714.0,-5164.0,-408.0
성호전자,20260311,48000.0,4787.0,-4653.0,-5496.0,-4226.0
성호전자,20260310,49400.0,-1038.0,1252.0,-7000.0,1190.0
성호전자,20260309,38500.0,-5083.0,3837.0,1057.0,-362.0
성호전자,20260306,37600.0,1199.0,1630.0,771.0,609.0
성호전자,20260305,30900.0,5824.0,179.0,379.0,2950.0
성호전자,20260304,25650.0,-6499.0,0.0,465.0,-29.0
성호전자,20260303,28350.0,22535.0,4291.0,119.0,417.0
성호전자,20260227,25850.0,885.0,0.0,10.0,6.0
성호전자,20260226,26200.0,4150.0,0.0,140.0,8.0
성호전자,20260225,26000.0,3508.0,0.0,-5.0,604.0
성호전자,20260224,25600.0,-1290.0,915.0,679.0,-552.0
비에이치아이,20260324,99200.0,-21542.0,1126.0,630.0,-1627.0
비에이치아이,20260323,104000.0,-8573.0,553.0,2083.0,244.0
비에이치아이,20260320,109500.0,5602.0,802.0,2409.0,406.0
비에이치아이,20260319,104300.0,-2163.0,301.0,-400.0,547.0
비에이치아이,20260318,105600.0,-2599.0,531.0,-409.0,-754.0
비에이치아이,20260317,105100.0,10928.0,2563.0,1419.0,-358.0
비에이치아이,20260316,101500.0,-8802.0,5489.0,2318.0,631.0
비에이치아이,20260313,103600.0,5110.0,2188.0,-5282.0,-6757.0
비에이치아이,20260312,99700.0,-7185.0,-152.0,-1854.0,734.0
비에이치아이,20260311,100400.0,-17983.0,136.0,-3058.0,92.0
비에이치아이,20260310,105000.0,-4637.0,6268.0,-763.0,-512.0
비에이치아이,20260309,97700.0,-16792.0,5744.0,7759.0,1063.0
비에이치아이,20260306,94800.0,2843.0,696.0,6775.0,-346.0
비에이치아이,20260305,80800.0,-21700.0,1447.0,1416.0,602.0
비에이치아이,20260304,74500.0,7747.0,321.0,-728.0,104.0
비에이치아이,20260303,91100.0,10326.0,0.0,-513.0,-124.0
비에이치아이,20260227,93500.0,14701.0,-37.0,-29.0,-19.0
비에이치아이,20260226,87000.0,2795.0,-321.0,-3025.0,-4067.0
비에이치아이,20260225,88700.0,-6802.0,-634.0,0.0,131.0
비에이치아이,20260224,89000.0,-571.0,-230.0,-524.0,-410.0
영원무역홀딩스,20260324,222500.0,-481.0,399.0,-58.0,63.0
영원무역홀딩스,20260323,216000.0,-357.0,836.0,7.0,80.0
영원무역홀딩스,20260320,227000.0,896.0,568.0,-389.0,-12.0
영원무역홀딩스,20260319,221500.0,-1261.0,939.0,81.0,-27.0
영원무역홀딩스,20260318,237500.0,-868.0,767.0,-38.0,-569.0
영원무역홀딩스,20260317,225000.0,-314.0,518.0,139.0,-18.0
영원무역홀딩스,20260316,219000.0,-115.0,373.0,-12.0,-26.0
영원무역홀딩스,20260313,223000.0,-1004.0,363.0,7.0,-25.0
영원무역홀딩스,20260312,238000.0,-893.0,866.0,515.0,1.0
영원무역홀딩스,20260311,230500.0,-139.0,881.0,-491.0,-207.0
영원무역홀딩스,20260310,222500.0,-795.0,138.0,77.0,46.0
영원무역홀딩스,20260309,221000.0,148.0,415.0,87.0,-84.0
영원무역홀딩스,20260306,230500.0,347.0,720.0,-148.0,-14.0
영원무역홀딩스,20260305,227000.0,108.0,660.0,-83.0,-33.0
영원무역홀딩스,20260304,214000.0,1105.0,360.0,-58.0,-280.0
영원무역홀딩스,20260303,244000.0,-170.0,948.0,-55.0,104.0
영원무역홀딩스,20260227,249500.0,415.0,1642.0,-697.0,-428.0
영원무역홀딩스,20260226,245000.0,-95.0,460.0,-123.0,-91.0
영원무역홀딩스,20260225,250000.0,-442.0,949.0,-1332.0,-92.0
영원무역홀딩스,20260224,231500.0,-886.0,816.0,-142.0,-181.0
롯데쇼핑,20260324,105000.0,-1569.0,1603.0,819.0,210.0
롯데쇼핑,20260323,100600.0,3292.0,1285.0,-212.0,-1259.0
롯데쇼핑,20260320,113500.0,1532.0,2800.0,822.0,737.0
롯데쇼핑,20260319,107500.0,1299.0,1541.0,124.0,1.0
롯데쇼핑,20260318,105400.0,-2787.0,1434.0,234.0,-322.0
롯데쇼핑,20260317,103500.0,-3925.0,1652.0,951.0,977.0
롯데쇼핑,20260316,102500.0,-3192.0,6111.0,990.0,-93.0
롯데쇼핑,20260313,96000.0,-1945.0,945.0,96.0,-122.0
롯데쇼핑,20260312,97200.0,70.0,1188.0,318.0,-377.0
롯데쇼핑,20260311,98200.0,-1209.0,1392.0,93.0,546.0
롯데쇼핑,20260310,93900.0,-637.0,119.0,67.0,486.0
롯데쇼핑,20260309,92000.0,3957.0,-760.0,-1140.0,93.0
롯데쇼핑,20260306,96800.0,1447.0,147.0,1143.0,96.0
롯데쇼핑,20260305,96000.0,3515.0,-255.0,-1678.0,-1250.0
롯데쇼핑,20260304,92100.0,4756.0,-547.0,6.0,-987.0
롯데쇼핑,20260303,103700.0,3105.0,1110.0,-1480.0,-1006.0
롯데쇼핑,20260227,107700.0,1859.0,1396.0,1005.0,401.0
롯데쇼핑,20260226,107200.0,3759.0,-2655.0,-69.0,-569.0
롯데쇼핑,20260225,112200.0,-91.0,-415.0,1492.0,-1358.0
롯데쇼핑,20260224,111700.0,365.0,54.0,41.0,-966.0
유진테크,20260324,128500.0,1211.0,452.0,993.0,131.0
유진테크,20260323,125100.0,3189.0,-298.0,-1031.0,49.0
유진테크,20260320,129400.0,-394.0,49.0,-539.0,254.0
유진테크,20260319,131900.0,-1302.0,1495.0,-345.0,-6.0
유진테크,20260318,129300.0,8561.0,335.0,315.0,182.0
유진테크,20260317,121400.0,2803.0,457.0,109.0,-540.0
유진테크,20260316,121800.0,4159.0,-1190.0,228.0,-26.0
유진테크,20260313,121500.0,713.0,-1237.0,-9159.0,-578.0
유진테크,20260312,127400.0,-1137.0,210.0,-2090.0,-202.0
유진테크,20260311,124200.0,-4131.0,-2490.0,-2306.0,-1360.0
유진테크,20260310,129300.0,-7353.0,35.0,1303.0,-2566.0
유진테크,20260309,133900.0,-3921.0,-1380.0,-1124.0,157.0
유진테크,20260306,148000.0,-2819.0,-1258.0,-1675.0,-1579.0
유진테크,20260305,144900.0,6835.0,163.0,3367.0,385.0
유진테크,20260304,117900.0,-1300.0,121.0,2303.0,258.0
유진테크,20260303,129700.0,111.0,-680.0,802.0,-173.0
유진테크,20260227,134000.0,-4706.0,-1116.0,-708.0,93.0
유진테크,20260226,137700.0,15578.0,141.0,689.0,-2548.0
유진테크,20260225,122600.0,5521.0,-44.0,-6867.0,-2377.0
유진테크,20260224,125600.0,6488.0,-568.0,-5491.0,-356.0
알지노믹스,20260324,208500.0,-9435.0,503.0,-170.0,-6513.0
알지노믹스,20260323,206000.0,7632.0,-1158.0,-1628.0,-2818.0
알지노믹스,20260320,214500.0,-10911.0,1648.0,328.0,-4743.0
알지노믹스,20260319,214000.0,11613.0,-1409.0,2976.0,4638.0
알지노믹스,20260318,195600.0,51378.0,2983.0,16998.0,-24661.0
알지노믹스,20260317,185800.0,347.0,824.0,2344.0,8650.0
알지노믹스,20260316,193900.0,-4928.0,-3554.0,4140.0,6456.0
알지노믹스,20260313,192600.0,12793.0,4402.0,12173.0,1162.0
알지노믹스,20260312,179600.0,5377.0,2271.0,1774.0,5153.0
알지노믹스,20260311,166800.0,10187.0,199.0,4053.0,2089.0
알지노믹스,20260310,170900.0,-5435.0,2673.0,1184.0,-3303.0
알지노믹스,20260309,170300.0,-3380.0,7520.0,5751.0,6242.0
알지노믹스,20260306,164200.0,-348.0,5399.0,2644.0,4429.0
알지노믹스,20260305,151100.0,11334.0,3134.0,2573.0,940.0
알지노믹스,20260304,116300.0,-2504.0,1338.0,-1341.0,-4217.0
알지노믹스,20260303,148100.0,4964.0,1960.0,4383.0,3378.0
알지노믹스,20260227,148000.0,985.0,1816.0,2372.0,757.0
알지노믹스,20260226,142000.0,73.0,343.0,333.0,-2855.0
알지노믹스,20260225,142000.0,-631.0,806.0,-970.0,-1528.0
알지노믹스,20260224,144000.0,-1705.0,912.0,1648.0,832.0
서진시스템,20260324,49200.0,7433.0,4895.0,464.0,-732.0
서진시스템,20260323,44250.0,-11908.0,1869.0,4561.0,-1585.0
서진시스템,20260320,48000.0,12357.0,3982.0,372.0,-1054.0
서진시스템,20260319,45400.0,8146.0,1288.0,582.0,250.0
서진시스템,20260318,45200.0,7429.0,30.0,-588.0,240.0
서진시스템,20260317,45650.0,-22348.0,681.0,1231.0,-715.0
서진시스템,20260316,46300.0,-5690.0,192.0,-271.0,1619.0
서진시스템,20260313,45900.0,-5604.0,-305.0,782.0,758.0
서진시스템,20260312,45350.0,-5741.0,206.0,1397.0,2567.0
서진시스템,20260311,44900.0,1995.0,0.0,271.0,-84.0
서진시스템,20260310,45000.0,-27658.0,1082.0,-405.0,49.0
서진시스템,20260309,45550.0,-15926.0,0.0,3516.0,2809.0
서진시스템,20260306,46650.0,-22017.0,426.0,7137.0,797.0
서진시스템,20260305,46450.0,27725.0,3195.0,917.0,288.0
서진시스템,20260304,37400.0,-2456.0,1509.0,671.0,1984.0
서진시스템,20260303,42800.0,-16795.0,1693.0,1581.0,737.0
서진시스템,20260227,47550.0,26862.0,4265.0,4950.0,7621.0
서진시스템,20260226,39100.0,30597.0,1498.0,3300.0,2454.0
서진시스템,20260225,36800.0,11.0,0.0,30.0,-691.0
서진시스템,20260224,36750.0,-3614.0,234.0,1510.0,2164.0
파두,20260324,56600.0,8452.0,-530.0,-378.0,-3144.0
파두,20260323,56000.0,13785.0,-537.0,-5173.0,-11509.0
파두,20260320,59200.0,5837.0,110.0,-1670.0,-4987.0
파두,20260319,57000.0,19057.0,-640.0,-10593.0,-5503.0
파두,20260318,62500.0,11003.0,-1555.0,-1198.0,-14778.0
파두,20260317,62700.0,-12158.0,651.0,-6043.0,-9504.0
파두,20260316,69300.0,409.0,976.0,4088.0,2794.0
파두,20260313,66200.0,-14257.0,2412.0,1173.0,5982.0
파두,20260312,66600.0,-789.0,1067.0,1030.0,3777.0
파두,20260311,63200.0,8467.0,226.0,-3827.0,-8438.0
파두,20260310,63700.0,-32991.0,5748.0,-632.0,-13618.0
파두,20260309,64200.0,-19304.0,7930.0,-2785.0,-5127.0
파두,20260306,71000.0,5497.0,6794.0,748.0,-2015.0
파두,20260305,66100.0,18626.0,1578.0,-4899.0,-733.0
파두,20260304,54500.0,21037.0,448.0,-1148.0,15566.0
파두,20260303,59000.0,-2562.0,0.0,-1915.0,1843.0
파두,20260227,59300.0,-10650.0,0.0,-342.0,-5645.0
파두,20260226,56600.0,-2616.0,0.0,4224.0,580.0
파두,20260225,53700.0,-2664.0,0.0,-46.0,-3671.0
파두,20260224,54400.0,491.0,0.0,163.0,8120.0
KODEX CD1년금리플러스액티브(합성),20260324,1023140.0,0.0,0.0,0.0,0.0
KODEX CD1년금리플러스액티브(합성),20260323,1023065.0,-2.0,0.0,0.0,0.0
KODEX CD1년금리플러스액티브(합성),20260320,1022990.0,0.0,0.0,0.0,0.0
KODEX CD1년금리플러스액티브(합성),20260319,1022900.0,-1.0,0.0,0.0,0.0
KODEX CD1년금리플러스액티브(합성),20260318,1022665.0,0.0,0.0,0.0,0.0
KODEX CD1년금리플러스액티브(합성),20260317,1022585.0,0.0,0.0,0.0,0.0
KODEX CD1년금리플러스액티브(합성),20260316,1022510.0,0.0,0.0,0.0,0.0
KODEX CD1년금리플러스액티브(합성),20260313,1022435.0,-5.0,0.0,0.0,0.0
KODEX CD1년금리플러스액티브(합성),20260312,1022350.0,15.0,0.0,0.0,0.0
KODEX CD1년금리플러스액티브(합성),20260311,1022115.0,0.0,0.0,0.0,0.0
KODEX CD1년금리플러스액티브(합성),20260310,1022035.0,0.0,0.0,0.0,0.0
KODEX CD1년금리플러스액티브(합성),20260309,1021960.0,-7.0,0.0,0.0,0.0
KODEX CD1년금리플러스액티브(합성),20260306,1021890.0,9.0,0.0,0.0,0.0
KODEX CD1년금리플러스액티브(합성),20260305,1021810.0,0.0,0.0,0.0,0.0
KODEX CD1년금리플러스액티브(합성),20260304,1021545.0,-10.0,0.0,0.0,0.0
KODEX CD1년금리플러스액티브(합성),20260303,1021465.0,0.0,0.0,0.0,0.0
KODEX CD1년금리플러스액티브(합성),20260227,1021385.0,0.0,0.0,0.0,0.0
KODEX CD1년금리플러스액티브(합성),20260226,1021315.0,0.0,0.0,0.0,0.0
KODEX CD1년금리플러스액티브(합성),20260225,1021004.0,0.0,0.0,-5118.0,0.0
KODEX CD1년금리플러스액티브(합성),20260224,1020929.0,0.0,0.0,0.0,0.0
한올바이오파마,20260324,53500.0,-295.0,1015.0,354.0,-13.0
한올바이오파마,20260323,52300.0,-1619.0,748.0,-64.0,-216.0
한올바이오파마,20260320,56500.0,-1467.0,276.0,466.0,33.0
한올바이오파마,20260319,55500.0,-4357.0,2965.0,281.0,-332.0
한올바이오파마,20260318,57400.0,-4546.0,2721.0,206.0,4.0
한올바이오파마,20260317,56200.0,19.0,1053.0,2320.0,1408.0
한올바이오파마,20260316,53600.0,-5194.0,90.0,-209.0,14.0
한올바이오파마,20260313,56300.0,-5212.0,1087.0,-301.0,-129.0
한올바이오파마,20260312,55900.0,-176.0,436.0,127.0,217.0
한올바이오파마,20260311,57400.0,1219.0,638.0,125.0,348.0
한올바이오파마,20260310,54200.0,-1949.0,721.0,-247.0,-14.0
한올바이오파마,20260309,52200.0,-18.0,877.0,-30.0,-96.0
한올바이오파마,20260306,55400.0,728.0,-639.0,23.0,-652.0
한올바이오파마,20260305,56100.0,2652.0,-716.0,991.0,443.0
한올바이오파마,20260304,49200.0,-328.0,-86.0,328.0,-1291.0
한올바이오파마,20260303,59800.0,-2966.0,671.0,5758.0,1903.0
한올바이오파마,20260227,61700.0,-4214.0,2327.0,1529.0,1288.0
