종목명,종목코드,소속,섹터,테마,AI수급점수,Quant점수,정성점수,정성보정치,점수모드,현재가,등락률,외인강도(%),연기금강도(%),투신강도(%),사모강도(%),외인연속,연기금연속,이격도(%),손바뀜(%),RSI,거래급증(%),추세상승,음봉매집률,시가총액,PER,ROE
LG전자,066570,KOSPI,전자제품,전자제품,23,25,45.69,-1.73,상승장 (보수적 반영),127500,-1.85,0.6465396354969183,-0.2535656413713405,0.006161661691063173,-0.05896587057010786,0,0,108.0,2.8,65.3,97.1,True,0.0,207680,23.96,4.28
GS,078930,KOSPI,석유와가스,석유와가스,23,22,51.89,0.75,상승장 (보수적 반영),75700,-1.43,0.4673530375193711,-0.21152176095085093,-0.06329308045552128,0.06259193170024312,8,2,108.8,1.1,65.7,72.9,True,0.0,70337,8.98,5.55
삼성물산,028260,KOSPI,복합기업,복합기업,23,25,45.69,-1.73,상승장 (보수적 반영),311500,-2.66,0.003746722794542676,-0.15957694652740934,-0.01811685499132941,-0.03376103421517313,0,0,107.3,1.2,65.3,90.7,True,0.0,505156,21.99,6.02
한전기술,052690,KOSPI,전기유틸리티,전기유틸리티,23,20,57.11,2.85,상승장 (보수적 반영),194800,2.96,0.9413025626905565,0.23660137536432377,-0.27133959813573666,0.035825883443246075,2,3,113.5,3.5,69.0,119.4,True,0.0,74453,87.2,14.2
포스코엠텍,009520,KOSDAQ,철강,철강,23,25,45.89,-1.65,상승장 (보수적 반영),20050,0.6,-0.30093711821775065,0.011475649778416577,0.00028940711462450595,-0.006392090070667146,1,0,108.0,5.6,64.3,39.0,True,0.9506,8349,589.71,1.25
다우기술,023590,KOSPI,증권,증권,23,18,61.71,4.69,상승장 (보수적 반영),48150,-0.21,0.08200631626925108,-0.020216475555342322,-0.015762150362231924,-0.011990186153624719,3,1,102.3,0.7,59.1,81.7,True,0.0,20843,4.28,15.95
SK리츠,395400,KOSPI,분류안됨,분류안됨,23,25,45.69,-1.73,상승장 (보수적 반영),6900,1.32,0.050510595570534424,-0.078373616754935,-0.1638775310544054,-0.03454585122773231,0,0,105.3,0.5,67.1,78.3,True,0.0,20770,63.3,2.07
레인보우로보틱스,277810,KOSDAQ,기계,기계,23,25,45.89,-1.65,상승장 (보수적 반영),612000,2.0,-1.5465866988974706,-0.0172473994963235,0.018419550734036907,-0.004960059632602525,1,0,105.4,3.0,65.0,136.9,True,0.0,118727,8383.56,1.07
삼성전자,005930,KOSPI,반도체와반도체장비,반도체와반도체장비,22,19,56.71,2.69,상승장 (보수적 반영),219500,-2.23,-0.15050951372841412,-0.02939729462083313,0.010308518550670474,0.022448934384366296,0,3,108.3,1.8,66.6,95.0,True,0.0,12832582,33.44,10.85
원익IPS,240810,KOSDAQ,반도체와반도체장비,반도체와반도체장비,22,20,54.31,1.73,상승장 (보수적 반영),116100,2.56,-1.2188208454708174,-0.3357439107851051,-0.18736694100305337,-0.006215258133576668,0,0,98.7,6.0,50.9,77.2,True,0.0,56986,67.82,9.05
삼천당제약,000250,KOSDAQ,제약,제약,22,23,47.09,-1.17,상승장 (보수적 반영),411500,8.29,0.9614961306163042,-0.7294355568908181,-0.8547951764791198,-0.31086685590560154,3,1,72.3,11.2,14.5,121.7,False,0.0,96527,1837.05,1.94
디앤디파마텍,347850,KOSDAQ,생물공학,생물공학,22,26,41.09,-3.57,상승장 (보수적 반영),81800,2.63,-0.2940712910247823,-0.36149651149810225,-0.19188360683188213,0.06867987553025229,2,0,109.5,6.0,61.5,121.9,True,0.0,35832,-149.54,-31.49
이마트,139480,KOSPI,백화점과일반상점,백화점과일반상점,22,23,47.69,-0.93,상승장 (보수적 반영),105400,1.93,2.0028973114213025,-0.13625561438492745,-1.020399491164134,-0.011548253455270578,17,0,108.4,2.7,62.0,119.9,True,0.0,29086,21.42,1.27
SK스퀘어,402340,KOSPI,복합기업,복합기업,22,19,57.89,3.15,상승장 (보수적 반영),725000,-0.41,0.08131745127511503,0.08474734764784708,-0.014112700141528465,-0.11718763758260181,3,2,121.1,1.9,75.6,74.7,True,0.0,956698,10.91,37.82
현대지에프홀딩스,005440,KOSPI,복합기업,복합기업,22,20,55.49,2.19,상승장 (보수적 반영),14800,0.95,-0.10566736890006068,0.0005532322094131923,-0.023438698535147785,0.022328874057380602,2,3,105.9,2.1,54.2,47.4,True,0.0,23074,5.6,11.18
KIWOOM 200TR,294400,KOSPI,분류안됨,분류안됨,22,26,41.09,-3.57,상승장 (보수적 반영),127780,-0.46,0.003628629807692308,0.01312785763888889,-0.09483567307692307,0.0515599890491453,2,0,110.7,3.4,73.9,198.2,True,0.0,18720,0.0,0.0
F&F,383220,KOSPI,"섬유,의류,신발,호화품","섬유,의류,신발,호화품",22,19,57.49,2.99,상승장 (보수적 반영),66500,-1.04,0.44614428044280446,-0.0061826136452853885,-0.22220237104498705,-0.33784573290413755,9,0,103.2,0.8,55.6,98.5,True,0.0,25474,6.39,23.16
SK이터닉스,475150,KOSPI,에너지장비및서비스,에너지장비및서비스,22,22,50.69,0.27,상승장 (보수적 반영),54500,2.44,-0.06919134485915872,-1.254493283783056,-1.3510058383152905,-0.2763881294770291,1,1,95.9,13.7,46.4,98.8,False,0.0,18567,59.89,11.93
에코프로,086520,KOSDAQ,화학,화학,21,25,40.69,-3.73,상승장 (보수적 반영),156600,-0.38,-1.1520307804820693,-0.045632800940623164,-0.19307629817754263,0.0424536531452087,0,0,104.8,6.8,55.7,57.0,True,0.0,212625,-141.98,-8.39
SK오션플랜트,100090,KOSPI,에너지장비및서비스,에너지장비및서비스,21,22,46.69,-1.33,상승장 (보수적 반영),23150,-0.22,1.296807048534292,-0.43891181899889375,0.24747311946902656,-0.5941624758019911,1,1,91.2,9.8,37.4,239.2,False,0.0,14464,37.04,4.96
포스코인터내셔널,047050,KOSPI,무역회사와판매업체,무역회사와판매업체,21,20,52.09,0.83,상승장 (보수적 반영),81300,2.01,0.6486819150498164,-0.1800000279671386,0.04138664639049117,-0.012709090718405872,8,1,106.2,2.0,57.9,88.4,True,0.0,143025,23.29,9.27
동원산업,006040,KOSPI,식품,식품,21,20,52.69,1.07,상승장 (보수적 반영),38800,0.91,-0.28331560511413395,0.2245248175608617,-0.13743907116585907,-0.08041853289742543,0,0,100.7,0.7,49.8,149.2,True,0.8229,17129,4.41,11.61
네이처셀,007390,KOSDAQ,생물공학,생물공학,21,25,40.69,-3.73,상승장 (보수적 반영),20100,-1.95,0.24117785962473942,0.020907424137132268,0.0007793768820940467,0.007412765037448845,0,0,105.0,1.8,62.9,89.1,True,0.0,12951,-456.82,-4.45
케이엠더블유,032500,KOSDAQ,통신장비,통신장비,21,25,40.69,-3.73,상승장 (보수적 반영),29550,-3.27,0.4622823790881657,-0.035469451920724246,-0.5218343038903841,-1.4524129434793247,0,0,103.0,5.3,52.9,110.8,True,0.0,12261,-43.97,-19.66
대한광통신,010170,KOSDAQ,통신장비,통신장비,21,25,40.69,-3.73,상승장 (보수적 반영),13360,-6.7,-0.556654877003803,-0.9373487632985125,-1.1647813098733935,-0.720539758340153,0,0,93.8,83.1,58.1,76.6,True,0.0,20773,-55.21,-52.05
KCC,002380,KOSPI,건축자재,건축자재,21,18,57.09,2.83,상승장 (보수적 반영),557000,-0.71,1.338586639864237,-1.0680685381227524,-0.8009428158713484,-0.4604183502363732,7,0,107.5,2.0,60.0,53.1,True,0.0,49498,3.22,23.51
JYP Ent.,035900,KOSDAQ,방송과엔터테인먼트,방송과엔터테인먼트,21,18,57.09,2.83,상승장 (보수적 반영),63500,0.79,0.8432025173957364,-0.7751532553295218,-0.08678013562026327,-0.028584514470593448,3,1,103.5,2.5,54.2,79.1,True,0.0,22563,14.05,29.21
파라다이스,034230,KOSPI,"호텔,레스토랑,레저","호텔,레스토랑,레저",20,21,46.29,-1.49,상승장 (보수적 반영),15860,3.73,-0.25098505275338645,-0.4465711163297257,-1.6522450622830305,-0.6191922592063168,3,0,102.3,3.3,46.6,160.6,False,0.0,14691,15.46,5.62
한전KPS,051600,KOSPI,전기유틸리티,전기유틸리티,20,18,55.71,2.29,상승장 (보수적 반영),63500,1.28,-0.078199072615923,-0.08862993525809273,-0.3418547961504812,-0.08380155730533684,3,1,108.5,2.2,66.9,121.7,True,0.0,28575,23.0,9.29
에이피알,278470,KOSPI,화장품,화장품,20,18,53.89,1.55,상승장 (보수적 반영),450000,3.21,1.9513380621112113,0.1285354806733463,-0.355044669143834,-0.4193034272757491,6,0,118.4,3.0,76.6,96.1,True,0.0,168472,58.41,75.3
동성화인텍,033500,KOSDAQ,화학,화학,20,19,53.09,1.23,상승장 (보수적 반영),29700,3.48,0.10822281351745817,-0.28926568990681484,0.19951990007858988,0.42854948355226224,2,0,113.8,4.7,79.1,137.5,True,0.0,8907,15.94,24.23
에스티팜,237690,KOSDAQ,제약,제약,20,19,52.09,0.83,상승장 (보수적 반영),148000,0.0,0.7774748646282547,-0.33694231056061735,-0.5935224863007036,-0.01829481210077494,0,3,103.4,3.2,51.4,65.7,False,0.0,30841,54.69,10.03
한국항공우주,047810,KOSPI,우주항공과국방,우주항공과국방,20,20,49.69,-0.13,상승장 (보수적 반영),171400,-6.08,-0.7250252855056503,-0.6446974280549703,-0.26116502705420414,-0.16668699841984294,0,0,92.2,5.1,45.5,541.1,False,0.0,167072,89.88,10.51
펩트론,087010,KOSDAQ,생물공학,생물공학,20,23,42.09,-3.17,상승장 (보수적 반영),278500,10.08,-0.40543670983538393,-0.17404952339888202,-0.29010479064968664,-0.07680574077210921,3,1,102.2,3.0,47.0,249.2,False,0.0,64939,-469.65,-9.41
NHN,181710,KOSPI,IT서비스,IT서비스,20,20,49.69,-0.13,상승장 (보수적 반영),41050,-0.61,0.2342103532911863,0.517351178876906,0.05841177389364076,-0.02306042766827817,0,5,104.7,1.6,48.0,27.9,False,0.0,13445,43.03,2.2
HD현대,267250,KOSPI,조선,조선,20,18,55.91,2.37,상승장 (보수적 반영),288000,2.86,-0.055390373626373626,-0.04285287032967033,-0.13726908131868132,0.011571448351648353,0,2,113.7,1.0,71.2,87.3,True,0.0,227500,23.63,10.25
에스엠,041510,KOSDAQ,방송과엔터테인먼트,방송과엔터테인먼트,20,17,56.49,2.59,상승장 (보수적 반영),93200,0.54,0.9359661589652263,-0.33068684975161683,-0.306418394413722,-0.10474996719467616,4,0,104.5,1.7,57.1,67.9,True,0.0,21338,6.16,41.65
POSCO홀딩스,005490,KOSPI,철강,철강,20,21,47.69,-0.93,상승장 (보수적 반영),415000,1.1,0.3338314667388369,0.0951828923041368,0.19800325222288445,0.04526103079804897,2,2,112.1,3.5,73.6,47.1,True,0.2111,328852,51.33,1.18
LG화학우,051915,KOSPI,화학,화학,20,22,44.09,-2.37,상승장 (보수적 반영),185500,-0.27,1.7423746336675312,-0.04854276098997406,-0.13064185655191754,0.0026106499333940964,5,3,111.3,2.9,73.8,82.0,True,1.0,14263,-7.98,0.0
파크시스템스,140860,KOSDAQ,전자장비와기기,전자장비와기기,20,18,53.89,1.55,상승장 (보수적 반영),284500,-0.35,2.00122322684348,-0.8923497840064296,-0.23946081977094638,-0.24916219610206952,6,0,111.9,2.8,64.7,61.0,True,0.0,19908,57.7,16.69
DB하이텍,000990,KOSPI,반도체와반도체장비,반도체와반도체장비,20,18,55.11,2.05,상승장 (보수적 반영),152000,10.63,-2.9460249701332284,0.14930098144479562,1.066669225883527,0.12202234488181832,0,1,148.4,9.9,86.0,128.0,True,0.0,66127,26.28,12.52
대웅,003090,KOSPI,제약,제약,19,15,60.89,4.35,상승장 (보수적 반영),23050,1.1,-0.47220411878824053,0.1808725563348754,-0.004305044023280108,0.013523194299358304,1,11,100.2,0.5,44.3,105.7,False,0.5447,13402,7.66,16.11
한국금융지주,071050,KOSPI,증권,증권,19,15,60.51,4.21,상승장 (보수적 반영),259000,0.0,-0.589694048361394,-0.01848253308390494,0.0032765849095822077,0.09774704843067969,1,0,108.5,2.2,70.2,85.7,True,0.0,144330,7.89,18.66
IPARK현대산업개발,294870,KOSPI,건설,건설,19,17,54.31,1.73,상승장 (보수적 반영),24300,0.62,0.5797644520761785,-0.16809960661879486,-0.17742463315641588,-0.21748413362472682,1,1,109.0,2.9,64.1,102.7,True,0.0,16015,10.12,5.0
솔브레인홀딩스,036830,KOSDAQ,전기제품,전기제품,19,15,60.31,4.13,상승장 (보수적 반영),63100,3.78,0.3244921858092441,-0.025123937239140515,-0.27994187664244863,0.19557460967692072,0,0,116.9,4.7,67.1,61.4,True,0.0,12938,2.71,32.06
한화생명,088350,KOSPI,생명보험,생명보험,18,18,50.29,0.11,상승장 (보수적 반영),4965,2.37,0.34668252776940384,-0.037182803260441065,0.04490107807898337,-0.03770975697423649,4,1,105.0,2.2,59.6,143.3,True,0.0,43123,6.73,6.51
LS ELECTRIC,010120,KOSPI,전기장비,전기장비,18,16,55.11,2.05,상승장 (보수적 반영),226500,4.38,-1.5578506843267108,-0.09861766063281824,-0.013567477557027224,0.009170595143487859,0,1,129.9,4.8,81.5,121.6,True,0.0,339750,118.52,14.67
앱클론,174900,KOSDAQ,생물공학,생물공학,18,21,41.29,-3.49,상승장 (보수적 반영),51700,3.71,-1.1176507426463451,0.7539390059217552,-0.23180278128337056,-0.18705899912629842,3,0,96.4,10.8,38.0,52.3,False,0.9933,10301,-55.65,-39.86
영원무역홀딩스,009970,KOSPI,"섬유,의류,신발,호화품","섬유,의류,신발,호화품",18,15,57.69,3.07,상승장 (보수적 반영),211000,-2.76,-0.1655568760313169,0.38138391321138926,-0.07408631464382262,-0.024035512410911772,0,14,98.6,0.6,43.7,116.3,False,0.3335,28483,7.78,12.83
현대백화점,069960,KOSPI,백화점과일반상점,백화점과일반상점,18,18,50.29,0.11,상승장 (보수적 반영),98500,4.56,0.528257728027278,-0.4803897303602674,-0.26921688725380233,0.01658780564403966,0,2,117.1,1.5,75.4,134.6,True,0.0,22289,10.73,4.64
티씨케이,064760,KOSDAQ,반도체와반도체장비,반도체와반도체장비,18,16,54.31,1.73,상승장 (보수적 반영),308000,3.53,1.393437240437952,0.038289344524148346,-0.03690101065838004,-0.019022957627857,0,0,120.3,3.4,71.0,77.3,True,0.0,34433,51.37,13.5
두산,000150,KOSPI,복합기업,복합기업,18,19,48.09,-0.77,상승장 (보수적 반영),1541000,6.87,0.1389359519449242,0.1959762008759873,-0.038906995475802154,-0.14553266518932303,0,3,122.4,2.4,74.1,102.5,True,0.0,249547,434.57,4.99
풍산,103140,KOSPI,비철금속,비철금속,18,20,45.89,-1.65,상승장 (보수적 반영),100500,0.8,-0.5095683496662405,-0.7413766865502059,-0.06259697486152535,-0.13646553046442267,1,0,101.3,2.9,60.6,81.8,True,0.0,28164,19.14,6.54
SK하이닉스,000660,KOSPI,반도체와반도체장비,반도체와반도체장비,18,15,57.31,2.93,상승장 (보수적 반영),1222000,-0.24,-0.1015825722914662,-0.023130640012317977,-0.03763507800868114,-0.032341648158509664,0,0,117.7,2.6,73.9,82.0,True,0.0,8709223,20.73,44.15
SK텔레콤,017670,KOSPI,무선통신서비스,무선통신서비스,18,19,46.69,-1.33,상승장 (보수적 반영),100000,1.21,-0.001958807672610457,0.1792647637227059,0.19751969598212205,-0.004030015829414777,1,1,110.7,2.2,75.3,83.3,True,0.3752,214790,52.6,3.33
알테오젠,196170,KOSDAQ,생물공학,생물공학,18,16,54.49,1.79,상승장 (보수적 반영),369000,3.22,0.20694927862711351,-0.02141279993925281,0.10485873493975904,0.2060227650096183,1,2,102.0,2.6,54.8,137.3,True,0.0,197540,140.14,39.42
두산우,000155,KOSPI,복합기업,복합기업,18,19,46.69,-1.33,상승장 (보수적 반영),605000,5.22,0.28390913602713097,0.025132015385251665,0.05882997642582406,0.25252121675834405,1,1,115.7,2.4,70.9,129.6,True,0.1784,24179,170.61,0.0
SNT다이내믹스,003570,KOSPI,자동차부품,자동차부품,18,20,45.69,-1.73,상승장 (보수적 반영),58300,2.46,3.1792150701537194,0.02468383369441865,0.12426063654183432,0.20194998710409573,0,0,109.2,1.4,66.3,125.1,True,0.0,19386,31.48,7.43
포스코퓨처엠,003670,KOSPI,화학,화학,18,19,47.29,-1.09,상승장 (보수적 반영),252000,2.44,0.3505927015668499,-0.04093971063245057,0.15725612106502962,0.055816836497965594,0,2,112.5,2.7,68.0,61.7,True,1.0,224144,652.85,0.92
롯데리츠,330590,KOSPI,분류안됨,분류안됨,18,20,45.69,-1.73,상승장 (보수적 반영),4800,-0.1,0.06524023071377072,-0.09224482840663302,0.03474635255948089,-0.03429717591925018,0,0,101.0,1.0,62.4,67.3,True,0.0,13870,70.59,1.7
하이젠알앤엠,160190,KOSDAQ,기계,기계,17,21,40.89,-3.65,상승장 (보수적 반영),42100,3.69,-0.45112631498000616,-0.0012311904029529376,0.7443667217779145,0.000470966625653645,1,0,111.0,1.5,67.6,146.7,True,0.2393,13004,-183.84,-8.13
DB손해보험,005830,KOSPI,손해보험,손해보험,17,15,55.89,2.35,상승장 (보수적 반영),175000,0.86,0.3642498700120391,-0.5740557063842409,-0.0831021783888472,0.05817374243190899,1,0,104.4,1.6,59.3,93.0,True,0.0,114626,6.93,17.75
하나머티리얼즈,166090,KOSDAQ,반도체와반도체장비,반도체와반도체장비,17,15,54.51,1.81,상승장 (보수적 반영),71200,1.71,1.3766504189745776,-1.013825827297259,0.32990568101122,-0.13304054111631872,1,0,110.5,3.9,62.6,87.4,True,0.0,14082,36.7,9.39
코스메카코리아,241710,KOSDAQ,화장품,화장품,17,16,53.49,1.39,상승장 (보수적 반영),86000,1.3,0.9845929667936854,0.05792712030484485,-0.8877967011431682,-0.027701970604246055,0,1,106.0,3.8,59.5,105.1,True,0.0,9185,20.21,19.29
오리온홀딩스,001800,KOSPI,식품,식품,17,17,49.49,-0.21,상승장 (보수적 반영),24950,0.0,0.38368750799744084,-0.2524404414587332,0.12328226167626359,0.03632764875239923,0,1,104.2,0.9,59.0,87.5,True,0.0,15630,12.92,5.01
GS리테일,007070,KOSPI,백화점과일반상점,백화점과일반상점,17,18,46.49,-1.41,상승장 (보수적 반영),23300,-1.27,0.5478128124839587,0.028333301678558596,0.010829005184538781,0.14334849340382938,0,1,103.2,0.7,57.2,62.3,True,0.0,19481,44.89,1.34
에스에프에이,056190,KOSDAQ,기계,기계,17,18,47.09,-1.17,상승장 (보수적 반영),32800,4.63,0.34142169298692476,-0.19509951180166413,-0.022419842078451352,-0.01242456698930209,7,0,114.4,1.8,72.6,134.3,True,0.0,11778,21.38,6.11
덕산네오룩스,213420,KOSDAQ,디스플레이장비및부품,디스플레이장비및부품,17,17,50.69,0.27,상승장 (보수적 반영),53100,4.12,1.3520366894197953,0.10744660219946908,-0.3167817861205916,0.01831222980659841,1,1,106.4,4.5,53.5,63.5,True,0.0,13185,24.79,12.5
신성델타테크,065350,KOSDAQ,가정용기기와용품,가정용기기와용품,17,17,50.49,0.19,상승장 (보수적 반영),59900,-0.33,0.050156302010569156,-0.02611288343558282,-0.017611061167466437,-0.030331215452833626,4,0,104.8,1.9,59.1,69.9,True,0.0,16463,75.82,9.51
리가켐바이오,141080,KOSDAQ,제약,제약,17,20,43.29,-2.69,상승장 (보수적 반영),200000,-0.74,0.2292135138826293,-0.26036145641277775,-0.5383533194029035,0.004262142008440202,5,2,105.9,4.7,50.9,69.2,True,0.0,73221,-98.57,-13.22
세아베스틸지주,001430,KOSPI,철강,철강,17,18,47.09,-1.17,상승장 (보수적 반영),71100,1.86,-0.22289991371872306,-0.14408728919915287,-0.6167135893011216,-0.03869273668523021,3,1,104.1,2.3,53.8,52.4,True,0.0,25498,45.37,2.89
HK이노엔,195940,KOSDAQ,제약,제약,17,18,47.09,-1.17,상승장 (보수적 반영),52600,3.34,0.948171862837203,-0.14772723459938264,-0.29639505435512015,-0.4873672124547041,3,1,105.5,2.1,56.9,140.8,True,0.0,14902,19.69,5.87
가온전선,000500,KOSPI,전기장비,전기장비,17,15,54.31,1.73,상승장 (보수적 반영),201500,-3.36,0.014671140577188458,-0.019169535609287813,-0.007413148737025259,0.03343328733425332,0,0,158.0,4.2,82.2,76.0,True,0.0,33334,62.64,10.97
SK바이오팜,326030,KOSPI,제약,제약,16,15,52.69,1.07,상승장 (보수적 반영),102300,-0.68,-0.21441554909254315,-0.15322750081134384,0.012192374616171954,0.0016299523179469258,0,0,102.5,1.0,56.0,81.1,True,0.0,80114,30.01,39.28
두산밥캣,241560,KOSPI,기계,기계,16,17,46.49,-1.41,상승장 (보수적 반영),76000,2.98,0.3568327311910612,0.020576619401243633,0.05172016169990803,-0.0033948085819000425,0,1,113.6,1.7,81.7,113.4,True,0.0,72851,18.23,5.71
동양생명,082640,KOSPI,생명보험,생명보험,16,16,49.49,-0.21,상승장 (보수적 반영),8930,1.25,-0.48798828579360126,0.04829119300437227,0.043408686237768064,0.020094866402942606,0,1,103.4,0.9,54.5,113.6,True,0.0,14409,11.57,7.08
카카오뱅크,323410,KOSPI,은행,은행,16,17,46.69,-1.33,상승장 (보수적 반영),25300,0.8,0.04331380031645832,-0.012129837794401506,0.0037798916420210254,-0.005756153954486335,5,0,102.3,0.6,57.0,101.9,True,0.0,120711,25.12,7.23
에스엘,005850,KOSPI,자동차부품,자동차부품,16,15,52.69,1.07,상승장 (보수적 반영),60800,-0.98,-0.009904114585177579,-0.5245222796643179,-0.1120502602599058,-0.0027531850855139687,0,0,104.0,2.1,54.1,75.6,True,0.0,28241,9.09,12.81
미래에셋증권2우B,00680K,KOSPI,증권,증권,16,14,54.31,1.73,상승장 (보수적 반영),20000,-2.44,0.4881487985347985,0.020134073992673994,-0.07934739706959706,0.3233060593406593,1,1,99.6,1.1,51.6,137.5,True,0.0,27300,9.29,0.0
에이치브이엠,295310,KOSDAQ,비철금속,비철금속,16,15,52.89,1.15,상승장 (보수적 반영),85400,-2.84,-3.1750763995716094,0.35464589621263753,-1.0057481842079643,-0.30663329763411545,1,0,98.1,9.4,47.3,137.2,False,0.0,10271,80.57,16.15
아모레퍼시픽,090430,KOSPI,화장품,화장품,16,17,46.69,-1.33,상승장 (보수적 반영),143900,8.85,-0.06716702308396004,-0.17183312423518787,-0.1187226859607228,0.01192783381449668,1,1,108.2,2.5,57.7,324.1,True,0.0,84171,42.16,4.41
한올바이오파마,009420,KOSPI,제약,제약,16,19,42.29,-3.09,상승장 (보수적 반영),51600,2.38,-0.8549809930998664,0.7260526543255676,0.599891923875946,-0.08680558873720136,0,2,103.7,3.7,41.6,92.6,False,0.5966,26956,-486.79,-3.37
롯데관광개발,032350,KOSPI,"호텔,레스토랑,레저","호텔,레스토랑,레저",16,16,50.49,0.19,상승장 (보수적 반영),21000,7.31,1.6355444562096195,0.38796904821727685,-0.9953093676716919,-1.289900220148361,0,1,116.2,3.4,65.4,121.8,True,0.0,16716,58.99,8.06
현대차,005380,KOSPI,자동차,자동차,16,15,52.69,1.07,상승장 (보수적 반영),513000,-3.57,-0.7294943731334615,-0.17379402126985063,-0.0414334024811335,-0.05098477637715666,0,0,102.8,2.4,55.4,141.4,True,0.0,1050407,14.52,8.41
리브스메드,491000,KOSDAQ,건강관리장비와용품,건강관리장비와용품,16,20,40.69,-3.73,상승장 (보수적 반영),61000,2.35,2.0307076074103274,-0.1631008277493102,-0.39937754565760086,-1.2162474641965575,0,0,96.8,10.2,41.2,126.5,False,0.0,15222,-59.51,-20.75
서부T&D,006730,KOSDAQ,"호텔,레스토랑,레저","호텔,레스토랑,레저",16,16,49.49,-0.21,상승장 (보수적 반영),14180,4.11,1.3523063082437277,0.043437824481372865,-0.9141388834582382,-0.4155503540784186,0,1,105.7,4.2,60.0,103.3,True,0.0,9207,11.76,7.68
코나아이,052400,KOSDAQ,IT서비스,IT서비스,16,13,56.49,2.59,상승장 (보수적 반영),58900,-1.83,0.8867080438330612,0.0785078223362089,0.27257023781767314,-0.13491271858242013,0,1,100.3,5.0,54.4,71.0,True,0.0,8578,11.53,32.62
셀트리온제약,068760,KOSDAQ,제약,제약,15,15,49.89,-0.05,상승장 (보수적 반영),58300,2.64,-0.10293704175841156,-0.027002437516900374,0.006829713755939275,0.004633391277475181,1,0,103.1,0.8,54.2,136.8,True,0.0,25887,67.01,9.31
삼현,437730,KOSDAQ,자동차부품,자동차부품,15,15,49.89,-0.05,상승장 (보수적 반영),54000,3.65,-0.08106446092746174,0.060805206751547713,-0.10041515009928746,-0.01921310886578671,1,0,108.9,3.3,60.4,149.1,True,0.0,17122,164.63,8.46
고려아연,010130,KOSPI,비철금속,비철금속,15,15,49.69,-0.13,상승장 (보수적 반영),1642000,-1.91,-1.9525413965349223,0.06800542111375002,-0.009777961917988878,-0.02934318159272205,0,0,103.6,0.5,60.0,125.0,True,0.0,342734,42.63,8.48
쎄트렉아이,099320,KOSDAQ,우주항공과국방,우주항공과국방,15,16,46.49,-1.41,상승장 (보수적 반영),172600,-2.15,1.5448110041265475,-0.6231050312136283,-1.7833474552957358,-0.5617983440905724,0,1,101.0,5.6,47.7,45.7,False,0.0,18902,123.64,6.31
솔브레인,357780,KOSDAQ,반도체와반도체장비,반도체와반도체장비,15,15,50.51,0.21,상승장 (보수적 반영),469000,1.96,0.2125097036813684,-0.33399196842191825,0.0726377018173844,-0.006473451933883391,1,0,113.4,2.7,68.3,67.9,True,0.0,36481,46.14,7.66
LS,006260,KOSPI,전기장비,전기장비,15,15,50.31,0.13,상승장 (보수적 반영),398500,6.55,-0.45263657385065786,-0.09764951098671298,-0.04180868159444069,0.20768873258694465,0,0,130.3,2.8,81.7,135.2,True,0.0,124332,47.12,5.65
케어젠,214370,KOSDAQ,건강관리업체및서비스,건강관리업체및서비스,15,15,49.69,-0.13,상승장 (보수적 반영),107900,-0.46,-0.14685953621588047,-0.0851324390075572,0.06777563580523827,-0.004417300458953034,0,0,113.0,1.3,60.4,93.0,True,0.0,57958,288.5,9.23
영풍,000670,KOSPI,핸드셋,핸드셋,15,18,42.09,-3.17,상승장 (보수적 반영),68200,0.74,0.08939146908231588,0.0020611343048444267,-0.00022448995667585664,0.014948160693186295,3,1,111.1,0.8,72.2,62.6,True,1.0,12695,-161.61,-0.23
현대오토에버,307950,KOSPI,IT서비스,IT서비스,15,15,49.69,-0.13,상승장 (보수적 반영),429500,-2.39,0.12125241964240233,-0.1720334717198988,-0.04662369466659875,0.020516729492469393,0,0,106.3,1.8,59.9,116.7,True,0.0,117786,64.55,10.27
CJ,001040,KOSPI,복합기업,복합기업,15,16,46.49,-1.41,상승장 (보수적 반영),218000,1.4,0.5002144907713109,-0.03678336006037167,-0.16401234317517216,-0.015436271735370878,0,1,108.0,1.4,60.1,92.8,True,0.0,63606,54.24,2.69
삼성전자우,005935,KOSPI,반도체와반도체장비,반도체와반도체장비,15,15,50.31,0.13,상승장 (보수적 반영),153700,-1.6,0.41056472160843954,0.06882974137336864,-0.04488326739617838,-0.014265649485706407,0,0,111.3,1.9,69.8,100.1,True,0.0,1233245,23.42,0.0
키움증권,039490,KOSPI,증권,증권,14,10,60.31,4.13,상승장 (보수적 반영),449500,0.67,-1.3589521311809338,-0.28285062636858993,0.14985774727979495,-0.12900451528577006,0,0,102.0,2.3,58.0,77.9,True,0.0,117822,11.1,18.12
HDC,012630,KOSPI,건설,건설,14,10,59.31,3.73,상승장 (보수적 반영),27550,1.85,0.7949860015796829,-0.29163324321040157,-0.11874259675557444,-0.13778599246612797,10,0,101.0,0.7,44.0,113.4,False,0.0,16459,5.47,10.82
현대차우,005385,KOSPI,자동차,자동차,14,15,48.69,-0.53,상승장 (보수적 반영),246000,-3.34,0.0006149096988801616,-0.0027376129852487853,-0.20968414636270225,-0.05886983402706421,0,0,100.6,1.7,49.5,162.1,True,0.0,57419,6.96,0.0
